場所,芝ダ,距離,前走場所,母数,勝利数,複勝数,単勝率,複勝率,補正複勝率
京都,ダ,1800,アメリカ,1,0,0,0.0,0.0,0.25
京都,ダ,1800,中京,61,4,14,0.0656,0.2295,0.234375
京都,ダ,1800,中山,70,3,11,0.0429,0.1571,0.164384
京都,ダ,1800,京都,265,25,76,0.0943,0.2868,0.287313
京都,ダ,1800,函館,4,0,1,0.0,0.25,0.285714
京都,ダ,1800,名古,4,0,0,0.0,0.0,0.142857
京都,ダ,1800,園田,8,0,0,0.0,0.0,0.090909
京都,ダ,1800,大井,3,1,2,0.3333,0.6667,0.5
京都,ダ,1800,姫路,1,0,0,0.0,0.0,0.25
京都,ダ,1800,小倉,47,5,9,0.1064,0.1915,0.2
京都,ダ,1800,川崎,3,0,0,0.0,0.0,0.166667
京都,ダ,1800,新潟,56,0,14,0.0,0.25,0.254237
京都,ダ,1800,札幌,18,1,5,0.0556,0.2778,0.285714
京都,ダ,1800,東京,36,2,5,0.0556,0.1389,0.153846
京都,ダ,1800,浦和,2,0,0,0.0,0.0,0.2
京都,ダ,1800,盛岡,1,0,0,0.0,0.0,0.25
京都,ダ,1800,福島,20,1,3,0.05,0.15,0.173913
京都,ダ,1800,笠松,6,0,0,0.0,0.0,0.111111
京都,ダ,1800,金沢,1,0,0,0.0,0.0,0.25
京都,ダ,1800,門別,1,0,0,0.0,0.0,0.25
京都,ダ,1800,阪神,220,23,55,0.1045,0.25,0.251121
京都,ダ,1800,高知,2,0,0,0.0,0.0,0.2
京都,ダ,1900,中京,35,2,10,0.0571,0.2857,0.289474
京都,ダ,1900,中山,34,3,12,0.0882,0.3529,0.351351
京都,ダ,1900,京都,98,8,26,0.0816,0.2653,0.267327
京都,ダ,1900,名古,1,0,0,0.0,0.0,0.25
京都,ダ,1900,園田,2,0,1,0.0,0.5,0.4
京都,ダ,1900,小倉,10,1,2,0.1,0.2,0.230769
京都,ダ,1900,新潟,17,0,0,0.0,0.0,0.05
京都,ダ,1900,札幌,3,0,1,0.0,0.3333,0.333333
京都,ダ,1900,東京,26,2,3,0.0769,0.1154,0.137931
京都,ダ,1900,福島,8,0,0,0.0,0.0,0.090909
京都,ダ,1900,笠松,1,0,0,0.0,0.0,0.25
京都,ダ,1900,船橋,3,0,0,0.0,0.0,0.166667
京都,ダ,1900,阪神,89,9,20,0.1011,0.2247,0.228261
京都,芝,1200,中京,17,1,3,0.0588,0.1765,0.2
京都,芝,1200,中山,26,1,3,0.0385,0.1154,0.137931
京都,芝,1200,京都,48,3,12,0.0625,0.25,0.254902
京都,芝,1200,函館,1,0,0,0.0,0.0,0.25
京都,芝,1200,園田,1,0,0,0.0,0.0,0.25
京都,芝,1200,大井,1,0,0,0.0,0.0,0.25
京都,芝,1200,小倉,27,3,5,0.1111,0.1852,0.2
京都,芝,1200,新潟,28,0,2,0.0,0.0714,0.096774
京都,芝,1200,札幌,10,0,2,0.0,0.2,0.230769
京都,芝,1200,東京,6,0,0,0.0,0.0,0.111111
京都,芝,1200,福島,22,4,9,0.1818,0.4091,0.4
京都,芝,1200,門別,1,0,0,0.0,0.0,0.25
京都,芝,1200,阪神,54,4,12,0.0741,0.2222,0.22807
京都,芝,1400,中京,50,0,10,0.0,0.2,0.207547
京都,芝,1400,中山,17,1,3,0.0588,0.1765,0.2
京都,芝,1400,京都,126,8,28,0.0635,0.2222,0.224806
京都,芝,1400,函館,4,0,0,0.0,0.0,0.142857
京都,芝,1400,名古,1,1,1,1.0,1.0,0.5
京都,芝,1400,園田,4,0,0,0.0,0.0,0.142857
京都,芝,1400,小倉,28,0,3,0.0,0.1071,0.129032
京都,芝,1400,新潟,28,1,3,0.0357,0.1071,0.129032
京都,芝,1400,札幌,10,1,2,0.1,0.2,0.230769
京都,芝,1400,東京,27,0,5,0.0,0.1852,0.2
京都,芝,1400,福島,12,0,0,0.0,0.0,0.066667
京都,芝,1400,笠松,1,0,0,0.0,0.0,0.25
京都,芝,1400,阪神,134,19,38,0.1418,0.2836,0.284672
京都,芝,1600,中京,35,2,9,0.0571,0.2571,0.263158
京都,芝,1600,中山,32,1,7,0.0312,0.2188,0.228571
京都,芝,1600,京都,148,8,41,0.0541,0.277,0.278146
京都,芝,1600,函館,1,0,0,0.0,0.0,0.25
京都,芝,1600,園田,3,0,1,0.0,0.3333,0.333333
京都,芝,1600,小倉,18,1,4,0.0556,0.2222,0.238095
京都,芝,1600,新潟,26,1,3,0.0385,0.1154,0.137931
京都,芝,1600,札幌,6,1,1,0.1667,0.1667,0.222222
京都,芝,1600,東京,33,3,6,0.0909,0.1818,0.194444
京都,芝,1600,福島,12,1,1,0.0833,0.0833,0.133333
京都,芝,1600,笠松,1,0,0,0.0,0.0,0.25
京都,芝,1600,船橋,1,0,0,0.0,0.0,0.25
京都,芝,1600,阪神,120,19,38,0.1583,0.3167,0.317073
京都,芝,1800,中京,21,2,6,0.0952,0.2857,0.291667
京都,芝,1800,中山,27,2,10,0.0741,0.3704,0.366667
京都,芝,1800,京都,59,6,20,0.1017,0.339,0.33871
京都,芝,1800,函館,1,0,0,0.0,0.0,0.25
京都,芝,1800,名古,1,0,0,0.0,0.0,0.25
京都,芝,1800,小倉,29,4,11,0.1379,0.3793,0.375
京都,芝,1800,川崎,1,0,0,0.0,0.0,0.25
京都,芝,1800,新潟,16,0,2,0.0,0.125,0.157895
京都,芝,1800,札幌,3,0,1,0.0,0.3333,0.333333
京都,芝,1800,東京,16,2,4,0.125,0.25,0.263158
京都,芝,1800,福島,14,3,6,0.2143,0.4286,0.411765
京都,芝,1800,阪神,92,10,27,0.1087,0.2935,0.294737
京都,芝,2000,中京,13,0,0,0.0,0.0,0.0625
京都,芝,2000,中山,26,3,7,0.1154,0.2692,0.275862
京都,芝,2000,京都,94,6,27,0.0638,0.2872,0.28866
京都,芝,2000,園田,1,0,0,0.0,0.0,0.25
京都,芝,2000,大井,1,0,0,0.0,0.0,0.25
京都,芝,2000,小倉,14,2,3,0.1429,0.2143,0.235294
京都,芝,2000,新潟,19,2,7,0.1053,0.3684,0.363636
京都,芝,2000,札幌,6,2,4,0.3333,0.6667,0.555556
京都,芝,2000,東京,28,2,6,0.0714,0.2143,0.225806
京都,芝,2000,福島,11,1,4,0.0909,0.3636,0.357143
京都,芝,2000,阪神,70,8,20,0.1143,0.2857,0.287671
京都,芝,2200,中京,13,1,4,0.0769,0.3077,0.3125
京都,芝,2200,中山,12,1,2,0.0833,0.1667,0.2
京都,芝,2200,京都,47,5,12,0.1064,0.2553,0.26
京都,芝,2200,函館,1,0,0,0.0,0.0,0.25
京都,芝,2200,小倉,10,0,0,0.0,0.0,0.076923
京都,芝,2200,新潟,6,0,2,0.0,0.3333,0.333333
京都,芝,2200,札幌,3,1,1,0.3333,0.3333,0.333333
京都,芝,2200,東京,6,1,2,0.1667,0.3333,0.333333
京都,芝,2200,福島,7,1,2,0.1429,0.2857,0.3
京都,芝,2200,阪神,52,4,17,0.0769,0.3269,0.327273
京都,芝,2400,中京,6,0,1,0.0,0.1667,0.222222
京都,芝,2400,中山,8,0,1,0.0,0.125,0.181818
京都,芝,2400,京都,38,5,11,0.1316,0.2895,0.292683
京都,芝,2400,園田,1,0,0,0.0,0.0,0.25
京都,芝,2400,小倉,9,1,3,0.1111,0.3333,0.333333
京都,芝,2400,新潟,7,1,4,0.1429,0.5714,0.5
京都,芝,2400,札幌,3,0,1,0.0,0.3333,0.333333
京都,芝,2400,東京,7,1,4,0.1429,0.5714,0.5
京都,芝,2400,福島,7,0,2,0.0,0.2857,0.3
京都,芝,2400,阪神,30,3,6,0.1,0.2,0.212121
京都,芝,3000,京都,1,0,0,0.0,0.0,0.25
京都,芝,3000,小倉,1,0,0,0.0,0.0,0.25
京都,芝,3000,新潟,2,0,0,0.0,0.0,0.2
京都,芝,3000,札幌,4,0,0,0.0,0.0,0.142857
京都,芝,3000,東京,5,1,3,0.2,0.6,0.5
京都,芝,3000,阪神,4,0,0,0.0,0.0,0.142857
函館,ダ,1000,中京,10,0,2,0.0,0.2,0.230769
函館,ダ,1000,中山,23,1,5,0.0435,0.2174,0.230769
函館,ダ,1000,京都,10,2,4,0.2,0.4,0.384615
函館,ダ,1000,函館,125,13,36,0.104,0.288,0.289062
函館,ダ,1000,園田,2,0,0,0.0,0.0,0.2
函館,ダ,1000,大井,2,0,1,0.0,0.5,0.4
函館,ダ,1000,小倉,19,3,5,0.1579,0.2632,0.272727
函館,ダ,1000,川崎,2,0,1,0.0,0.5,0.4
函館,ダ,1000,新潟,39,2,8,0.0513,0.2051,0.214286
函館,ダ,1000,東京,15,1,2,0.0667,0.1333,0.166667
函館,ダ,1000,盛岡,1,0,0,0.0,0.0,0.25
函館,ダ,1000,福島,13,1,3,0.0769,0.2308,0.25
函館,ダ,1000,金沢,1,0,0,0.0,0.0,0.25
函館,ダ,1000,門別,2,0,1,0.0,0.5,0.4
函館,ダ,1000,阪神,15,1,4,0.0667,0.2667,0.277778
函館,ダ,1700,中京,34,5,7,0.1471,0.2059,0.216216
函館,ダ,1700,中山,40,3,9,0.075,0.225,0.232558
函館,ダ,1700,京都,64,8,20,0.125,0.3125,0.313433
函館,ダ,1700,函館,258,20,65,0.0775,0.2519,0.252874
函館,ダ,1700,名古,2,0,0,0.0,0.0,0.2
函館,ダ,1700,園田,2,1,1,0.5,0.5,0.4
函館,ダ,1700,大井,1,0,0,0.0,0.0,0.25
函館,ダ,1700,小倉,21,1,3,0.0476,0.1429,0.166667
函館,ダ,1700,川崎,1,0,0,0.0,0.0,0.25
函館,ダ,1700,新潟,48,2,11,0.0417,0.2292,0.235294
函館,ダ,1700,東京,90,4,18,0.0444,0.2,0.204301
函館,ダ,1700,福島,40,3,11,0.075,0.275,0.27907
函館,ダ,1700,笠松,4,0,0,0.0,0.0,0.142857
函館,ダ,1700,船橋,1,0,0,0.0,0.0,0.25
函館,ダ,1700,金沢,1,1,1,1.0,1.0,0.5
函館,ダ,1700,門別,1,0,0,0.0,0.0,0.25
函館,ダ,1700,阪神,48,6,16,0.125,0.3333,0.333333
函館,ダ,2400,中山,5,1,3,0.2,0.6,0.5
函館,ダ,2400,京都,2,1,1,0.5,0.5,0.4
函館,ダ,2400,函館,9,1,2,0.1111,0.2222,0.25
函館,ダ,2400,新潟,1,0,0,0.0,0.0,0.25
函館,ダ,2400,札幌,1,0,0,0.0,0.0,0.25
函館,ダ,2400,東京,8,0,2,0.0,0.25,0.272727
函館,ダ,2400,福島,1,0,1,0.0,1.0,0.5
函館,ダ,2400,阪神,2,0,0,0.0,0.0,0.2
函館,芝,1200,中京,36,0,4,0.0,0.1111,0.128205
函館,芝,1200,中山,56,6,15,0.1071,0.2679,0.271186
函館,芝,1200,京都,46,6,17,0.1304,0.3696,0.367347
函館,芝,1200,佐賀,1,0,0,0.0,0.0,0.25
函館,芝,1200,函館,331,25,81,0.0755,0.2447,0.245509
函館,芝,1200,園田,1,0,0,0.0,0.0,0.25
函館,芝,1200,小倉,21,1,2,0.0476,0.0952,0.125
函館,芝,1200,新潟,82,5,13,0.061,0.1585,0.164706
函館,芝,1200,札幌,1,0,0,0.0,0.0,0.25
函館,芝,1200,東京,48,4,13,0.0833,0.2708,0.27451
函館,芝,1200,福島,41,1,10,0.0244,0.2439,0.25
函館,芝,1200,門別,2,0,0,0.0,0.0,0.2
函館,芝,1200,阪神,64,10,16,0.1562,0.25,0.253731
函館,芝,1800,中京,16,1,3,0.0625,0.1875,0.210526
函館,芝,1800,中山,45,6,12,0.1333,0.2667,0.270833
函館,芝,1800,京都,26,0,2,0.0,0.0769,0.103448
函館,芝,1800,函館,105,10,27,0.0952,0.2571,0.259259
函館,芝,1800,大井,1,0,0,0.0,0.0,0.25
函館,芝,1800,小倉,11,0,1,0.0,0.0909,0.142857
函館,芝,1800,新潟,21,1,4,0.0476,0.1905,0.208333
函館,芝,1800,東京,34,2,11,0.0588,0.3235,0.324324
函館,芝,1800,福島,22,1,5,0.0455,0.2273,0.24
函館,芝,1800,阪神,41,5,13,0.122,0.3171,0.318182
函館,芝,2000,中京,12,0,1,0.0,0.0833,0.133333
函館,芝,2000,中山,23,1,3,0.0435,0.1304,0.153846
函館,芝,2000,京都,7,0,0,0.0,0.0,0.1
函館,芝,2000,函館,75,6,24,0.08,0.32,0.320513
函館,芝,2000,小倉,7,2,2,0.2857,0.2857,0.3
函館,芝,2000,新潟,20,2,7,0.1,0.35,0.347826
函館,芝,2000,東京,24,3,7,0.125,0.2917,0.296296
函館,芝,2000,福島,21,3,5,0.1429,0.2381,0.25
函館,芝,2000,船橋,1,0,0,0.0,0.0,0.25
函館,芝,2000,阪神,17,2,8,0.1176,0.4706,0.45
函館,芝,2600,中京,8,2,3,0.25,0.375,0.363636
函館,芝,2600,中山,9,0,5,0.0,0.5556,0.5
函館,芝,2600,京都,7,1,1,0.1429,0.1429,0.2
函館,芝,2600,函館,62,4,15,0.0645,0.2419,0.246154
函館,芝,2600,小倉,2,1,1,0.5,0.5,0.4
函館,芝,2600,新潟,12,0,4,0.0,0.3333,0.333333
函館,芝,2600,東京,5,0,0,0.0,0.0,0.125
函館,芝,2600,福島,17,3,5,0.1765,0.2941,0.3
函館,芝,2600,阪神,10,1,2,0.1,0.2,0.230769
小倉,ダ,1000,中京,51,8,18,0.1569,0.3529,0.351852
小倉,ダ,1000,中山,9,2,2,0.2222,0.2222,0.25
小倉,ダ,1000,京都,34,1,7,0.0294,0.2059,0.216216
小倉,ダ,1000,佐賀,1,0,0,0.0,0.0,0.25
小倉,ダ,1000,函館,3,0,0,0.0,0.0,0.166667
小倉,ダ,1000,名古,2,0,0,0.0,0.0,0.2
小倉,ダ,1000,園田,8,0,0,0.0,0.0,0.090909
小倉,ダ,1000,小倉,83,5,22,0.0602,0.2651,0.267442
小倉,ダ,1000,川崎,3,0,0,0.0,0.0,0.166667
小倉,ダ,1000,新潟,31,0,7,0.0,0.2258,0.235294
小倉,ダ,1000,札幌,6,0,1,0.0,0.1667,0.222222
小倉,ダ,1000,東京,9,2,2,0.2222,0.2222,0.25
小倉,ダ,1000,福島,27,2,2,0.0741,0.0741,0.1
小倉,ダ,1000,笠松,2,0,0,0.0,0.0,0.2
小倉,ダ,1000,船橋,1,0,0,0.0,0.0,0.25
小倉,ダ,1000,金沢,2,0,0,0.0,0.0,0.2
小倉,ダ,1000,門別,2,1,1,0.5,0.5,0.4
小倉,ダ,1000,阪神,58,4,13,0.069,0.2241,0.229508
小倉,ダ,1700,中京,248,23,49,0.0927,0.1976,0.199203
小倉,ダ,1700,中山,53,2,8,0.0377,0.1509,0.160714
小倉,ダ,1700,京都,151,11,30,0.0728,0.1987,0.201299
小倉,ダ,1700,佐賀,2,0,0,0.0,0.0,0.2
小倉,ダ,1700,函館,8,0,0,0.0,0.0,0.090909
小倉,ダ,1700,名古,6,0,0,0.0,0.0,0.111111
小倉,ダ,1700,園田,20,0,3,0.0,0.15,0.173913
小倉,ダ,1700,大井,2,0,0,0.0,0.0,0.2
小倉,ダ,1700,姫路,1,0,0,0.0,0.0,0.25
小倉,ダ,1700,小倉,417,28,92,0.0671,0.2206,0.221429
小倉,ダ,1700,川崎,4,0,1,0.0,0.25,0.285714
小倉,ダ,1700,新潟,59,6,19,0.1017,0.322,0.322581
小倉,ダ,1700,札幌,23,0,6,0.0,0.2609,0.269231
小倉,ダ,1700,東京,76,5,21,0.0658,0.2763,0.278481
小倉,ダ,1700,浦和,4,0,0,0.0,0.0,0.142857
小倉,ダ,1700,盛岡,1,0,0,0.0,0.0,0.25
小倉,ダ,1700,福島,84,5,15,0.0595,0.1786,0.183908
小倉,ダ,1700,笠松,8,0,0,0.0,0.0,0.090909
小倉,ダ,1700,船橋,5,0,0,0.0,0.0,0.125
小倉,ダ,1700,金沢,5,0,1,0.0,0.2,0.25
小倉,ダ,1700,門別,2,0,0,0.0,0.0,0.2
小倉,ダ,1700,阪神,231,16,41,0.0693,0.1775,0.179487
小倉,ダ,1700,高知,2,0,2,0.0,1.0,0.6
小倉,ダ,2400,中京,10,0,1,0.0,0.1,0.153846
小倉,ダ,2400,中山,3,0,0,0.0,0.0,0.166667
小倉,ダ,2400,京都,2,0,1,0.0,0.5,0.4
小倉,ダ,2400,園田,1,0,0,0.0,0.0,0.25
小倉,ダ,2400,小倉,10,1,2,0.1,0.2,0.230769
小倉,ダ,2400,新潟,3,0,0,0.0,0.0,0.166667
小倉,ダ,2400,札幌,3,1,3,0.3333,1.0,0.666667
小倉,ダ,2400,東京,2,1,1,0.5,0.5,0.4
小倉,ダ,2400,福島,3,0,1,0.0,0.3333,0.333333
小倉,芝,1200,中京,171,16,40,0.0936,0.2339,0.235632
小倉,芝,1200,中山,57,2,10,0.0351,0.1754,0.183333
小倉,芝,1200,京都,125,9,30,0.072,0.24,0.242188
小倉,芝,1200,佐賀,5,0,1,0.0,0.2,0.25
小倉,芝,1200,函館,12,1,1,0.0833,0.0833,0.133333
小倉,芝,1200,名古,2,0,0,0.0,0.0,0.2
小倉,芝,1200,園田,10,0,1,0.0,0.1,0.153846
小倉,芝,1200,大井,2,0,0,0.0,0.0,0.2
小倉,芝,1200,小倉,428,26,87,0.0607,0.2033,0.204176
小倉,芝,1200,川崎,3,0,0,0.0,0.0,0.166667
小倉,芝,1200,新潟,74,4,12,0.0541,0.1622,0.168831
小倉,芝,1200,札幌,16,2,5,0.125,0.3125,0.315789
小倉,芝,1200,東京,19,3,8,0.1579,0.4211,0.409091
小倉,芝,1200,浦和,1,0,0,0.0,0.0,0.25
小倉,芝,1200,福島,145,7,18,0.0483,0.1241,0.128378
小倉,芝,1200,金沢,5,0,1,0.0,0.2,0.25
小倉,芝,1200,門別,2,0,0,0.0,0.0,0.2
小倉,芝,1200,阪神,126,10,26,0.0794,0.2063,0.209302
小倉,芝,1800,中京,80,11,21,0.1375,0.2625,0.26506
小倉,芝,1800,中山,30,4,12,0.1333,0.4,0.393939
小倉,芝,1800,京都,67,8,13,0.1194,0.194,0.2
小倉,芝,1800,函館,3,0,0,0.0,0.0,0.166667
小倉,芝,1800,名古,2,0,0,0.0,0.0,0.2
小倉,芝,1800,小倉,188,11,44,0.0585,0.234,0.235602
小倉,芝,1800,新潟,46,2,6,0.0435,0.1304,0.142857
小倉,芝,1800,札幌,11,1,2,0.0909,0.1818,0.214286
小倉,芝,1800,東京,40,4,11,0.1,0.275,0.27907
小倉,芝,1800,水沢,1,0,0,0.0,0.0,0.25
小倉,芝,1800,盛岡,1,0,0,0.0,0.0,0.25
小倉,芝,1800,福島,55,2,12,0.0364,0.2182,0.224138
小倉,芝,1800,笠松,1,0,0,0.0,0.0,0.25
小倉,芝,1800,金沢,1,0,0,0.0,0.0,0.25
小倉,芝,1800,阪神,87,4,20,0.046,0.2299,0.233333
小倉,芝,2000,中京,97,12,25,0.1237,0.2577,0.26
小倉,芝,2000,中山,29,6,9,0.2069,0.3103,0.3125
小倉,芝,2000,京都,53,5,16,0.0943,0.3019,0.303571
小倉,芝,2000,函館,3,0,0,0.0,0.0,0.166667
小倉,芝,2000,名古,1,0,0,0.0,0.0,0.25
小倉,芝,2000,園田,1,0,0,0.0,0.0,0.25
小倉,芝,2000,小倉,187,7,41,0.0374,0.2193,0.221053
小倉,芝,2000,川崎,2,0,0,0.0,0.0,0.2
小倉,芝,2000,新潟,24,2,6,0.0833,0.25,0.259259
小倉,芝,2000,札幌,5,0,2,0.0,0.4,0.375
小倉,芝,2000,東京,25,3,11,0.12,0.44,0.428571
小倉,芝,2000,浦和,1,0,0,0.0,0.0,0.25
小倉,芝,2000,福島,33,2,7,0.0606,0.2121,0.222222
小倉,芝,2000,笠松,1,0,1,0.0,1.0,0.5
小倉,芝,2000,船橋,1,0,0,0.0,0.0,0.25
小倉,芝,2000,阪神,51,6,11,0.1176,0.2157,0.222222
小倉,芝,2600,中京,25,3,9,0.12,0.36,0.357143
小倉,芝,2600,中山,17,2,7,0.1176,0.4118,0.4
小倉,芝,2600,京都,23,1,6,0.0435,0.2609,0.269231
小倉,芝,2600,函館,1,0,0,0.0,0.0,0.25
小倉,芝,2600,小倉,79,5,20,0.0633,0.2532,0.256098
小倉,芝,2600,新潟,14,1,2,0.0714,0.1429,0.176471
小倉,芝,2600,札幌,7,1,1,0.1429,0.1429,0.2
小倉,芝,2600,東京,10,2,4,0.2,0.4,0.384615
小倉,芝,2600,福島,22,1,3,0.0455,0.1364,0.16
小倉,芝,2600,笠松,1,0,0,0.0,0.0,0.25
小倉,芝,2600,金沢,1,0,0,0.0,0.0,0.25
小倉,芝,2600,阪神,35,4,8,0.1143,0.2286,0.236842
新潟,ダ,1200,中京,83,11,27,0.1325,0.3253,0.325581
新潟,ダ,1200,中山,147,10,24,0.068,0.1633,0.166667
新潟,ダ,1200,京都,37,3,6,0.0811,0.1622,0.175
新潟,ダ,1200,佐賀,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,函館,8,1,3,0.125,0.375,0.363636
新潟,ダ,1200,名古,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,園田,16,0,2,0.0,0.125,0.157895
新潟,ダ,1200,大井,4,0,2,0.0,0.5,0.428571
新潟,ダ,1200,小倉,41,4,10,0.0976,0.2439,0.25
新潟,ダ,1200,川崎,5,0,0,0.0,0.0,0.125
新潟,ダ,1200,新潟,188,18,49,0.0957,0.2606,0.26178
新潟,ダ,1200,札幌,19,1,2,0.0526,0.1053,0.136364
新潟,ダ,1200,東京,146,6,22,0.0411,0.1507,0.154362
新潟,ダ,1200,浦和,6,0,2,0.0,0.3333,0.333333
新潟,ダ,1200,盛岡,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,福島,131,5,23,0.0382,0.1756,0.179104
新潟,ダ,1200,笠松,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,金沢,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,門別,7,0,0,0.0,0.0,0.1
新潟,ダ,1200,阪神,106,9,28,0.0849,0.2642,0.266055
新潟,ダ,1800,中京,115,11,33,0.0957,0.287,0.288136
新潟,ダ,1800,中山,135,13,27,0.0963,0.2,0.202899
新潟,ダ,1800,京都,48,1,9,0.0208,0.1875,0.196078
新潟,ダ,1800,函館,17,0,1,0.0,0.0588,0.1
新潟,ダ,1800,名古,2,0,0,0.0,0.0,0.2
新潟,ダ,1800,園田,4,1,1,0.25,0.25,0.285714
新潟,ダ,1800,大井,3,0,0,0.0,0.0,0.166667
新潟,ダ,1800,姫路,1,0,0,0.0,0.0,0.25
新潟,ダ,1800,小倉,79,10,21,0.1266,0.2658,0.268293
新潟,ダ,1800,川崎,3,0,0,0.0,0.0,0.166667
