場所,芝ダ,距離,前走場所,母数,勝利数,複勝数,単勝率,複勝率,補正複勝率
東京,芝,1800,小倉,10,0,3,0.0,0.3,0.307692
東京,芝,1800,新潟,51,3,9,0.0588,0.1765,0.185185
東京,芝,1800,札幌,16,0,3,0.0,0.1875,0.210526
東京,芝,1800,東京,208,26,61,0.125,0.2933,0.293839
東京,芝,1800,盛岡,3,0,0,0.0,0.0,0.166667
東京,芝,1800,福島,22,0,2,0.0,0.0909,0.12
東京,芝,1800,笠松,2,0,0,0.0,0.0,0.2
東京,芝,1800,船橋,1,0,0,0.0,0.0,0.25
東京,芝,1800,門別,1,0,0,0.0,0.0,0.25
東京,芝,1800,阪神,41,6,16,0.1463,0.3902,0.386364
東京,芝,2000,中京,51,4,15,0.0784,0.2941,0.296296
東京,芝,2000,中山,158,17,49,0.1076,0.3101,0.310559
東京,芝,2000,京都,13,1,3,0.0769,0.2308,0.25
東京,芝,2000,函館,9,0,1,0.0,0.1111,0.166667
東京,芝,2000,名古,4,0,0,0.0,0.0,0.142857
東京,芝,2000,園田,2,0,0,0.0,0.0,0.2
東京,芝,2000,大井,1,0,0,0.0,0.0,0.25
東京,芝,2000,小倉,11,1,1,0.0909,0.0909,0.142857
東京,芝,2000,川崎,1,0,0,0.0,0.0,0.25
東京,芝,2000,新潟,49,4,15,0.0816,0.3061,0.307692
東京,芝,2000,札幌,22,5,8,0.2273,0.3636,0.36
東京,芝,2000,東京,187,15,49,0.0802,0.262,0.263158
東京,芝,2000,福島,28,2,5,0.0714,0.1786,0.193548
東京,芝,2000,笠松,1,0,0,0.0,0.0,0.25
東京,芝,2000,阪神,50,4,13,0.08,0.26,0.264151
東京,芝,2300,中京,6,2,4,0.3333,0.6667,0.555556
東京,芝,2300,中山,17,0,5,0.0,0.2941,0.3
東京,芝,2300,小倉,2,0,0,0.0,0.0,0.2
東京,芝,2300,東京,8,1,1,0.125,0.125,0.181818
東京,芝,2300,阪神,6,1,2,0.1667,0.3333,0.333333
東京,芝,2400,,1,0,0,0.0,0.0,0.25
東京,芝,2400,サウジ,1,0,0,0.0,0.0,0.25
東京,芝,2400,中京,35,3,13,0.0857,0.3714,0.368421
東京,芝,2400,中山,104,9,30,0.0865,0.2885,0.28972
東京,芝,2400,京都,29,1,5,0.0345,0.1724,0.1875
東京,芝,2400,函館,4,0,0,0.0,0.0,0.142857
東京,芝,2400,小倉,9,1,4,0.1111,0.4444,0.416667
東京,芝,2400,新潟,33,5,11,0.1515,0.3333,0.333333
東京,芝,2400,札幌,8,1,2,0.125,0.25,0.272727
東京,芝,2400,東京,156,20,46,0.1282,0.2949,0.295597
東京,芝,2400,盛岡,1,0,0,0.0,0.0,0.25
東京,芝,2400,福島,33,2,7,0.0606,0.2121,0.222222
東京,芝,2400,阪神,61,3,17,0.0492,0.2787,0.28125
東京,芝,2500,中山,4,0,1,0.0,0.25,0.285714
東京,芝,2500,小倉,1,0,0,0.0,0.0,0.25
東京,芝,2500,新潟,1,1,1,1.0,1.0,0.5
東京,芝,2500,福島,1,0,1,0.0,1.0,0.5
福島,ダ,1150,中京,57,4,16,0.0702,0.2807,0.283333
福島,ダ,1150,中山,168,8,28,0.0476,0.1667,0.169591
福島,ダ,1150,京都,42,4,9,0.0952,0.2143,0.222222
福島,ダ,1150,佐賀,3,0,0,0.0,0.0,0.166667
福島,ダ,1150,函館,10,2,2,0.2,0.2,0.230769
福島,ダ,1150,園田,5,0,1,0.0,0.2,0.25
福島,ダ,1150,大井,3,0,0,0.0,0.0,0.166667
福島,ダ,1150,姫路,1,0,0,0.0,0.0,0.25
福島,ダ,1150,小倉,54,4,11,0.0741,0.2037,0.210526
福島,ダ,1150,川崎,6,0,0,0.0,0.0,0.111111
福島,ダ,1150,新潟,126,9,23,0.0714,0.1825,0.186047
福島,ダ,1150,札幌,12,0,0,0.0,0.0,0.066667
福島,ダ,1150,東京,81,8,19,0.0988,0.2346,0.238095
福島,ダ,1150,水沢,1,0,0,0.0,0.0,0.25
福島,ダ,1150,浦和,3,0,1,0.0,0.3333,0.333333
福島,ダ,1150,盛岡,2,0,0,0.0,0.0,0.2
福島,ダ,1150,福島,109,5,21,0.0459,0.1927,0.196429
福島,ダ,1150,笠松,2,0,0,0.0,0.0,0.2
福島,ダ,1150,船橋,1,0,0,0.0,0.0,0.25
福島,ダ,1150,金沢,3,0,0,0.0,0.0,0.166667
福島,ダ,1150,門別,3,1,1,0.3333,0.3333,0.333333
福島,ダ,1150,阪神,69,5,18,0.0725,0.2609,0.263889
福島,ダ,1700,,1,0,0,0.0,0.0,0.25
福島,ダ,1700,中京,61,4,11,0.0656,0.1803,0.1875
福島,ダ,1700,中山,155,9,32,0.0581,0.2065,0.208861
福島,ダ,1700,京都,37,4,11,0.1081,0.2973,0.3
福島,ダ,1700,佐賀,3,0,0,0.0,0.0,0.166667
福島,ダ,1700,函館,12,2,2,0.1667,0.1667,0.2
福島,ダ,1700,名古,5,0,0,0.0,0.0,0.125
福島,ダ,1700,園田,1,0,0,0.0,0.0,0.25
福島,ダ,1700,大井,1,0,0,0.0,0.0,0.25
福島,ダ,1700,姫路,3,0,1,0.0,0.3333,0.333333
福島,ダ,1700,小倉,67,6,15,0.0896,0.2239,0.228571
福島,ダ,1700,川崎,3,0,0,0.0,0.0,0.166667
福島,ダ,1700,新潟,80,7,19,0.0875,0.2375,0.240964
福島,ダ,1700,札幌,23,2,3,0.087,0.1304,0.153846
福島,ダ,1700,東京,222,14,47,0.0631,0.2117,0.213333
福島,ダ,1700,水沢,1,0,0,0.0,0.0,0.25
福島,ダ,1700,浦和,3,0,0,0.0,0.0,0.166667
福島,ダ,1700,盛岡,1,0,0,0.0,0.0,0.25
福島,ダ,1700,福島,100,6,26,0.06,0.26,0.262136
福島,ダ,1700,笠松,4,0,0,0.0,0.0,0.142857
福島,ダ,1700,船橋,4,0,0,0.0,0.0,0.142857
福島,ダ,1700,金沢,3,0,0,0.0,0.0,0.166667
福島,ダ,1700,門別,1,0,0,0.0,0.0,0.25
福島,ダ,1700,阪神,70,7,17,0.1,0.2429,0.246575
福島,ダ,1700,高知,2,1,2,0.5,1.0,0.6
福島,芝,1200,中京,90,10,18,0.1111,0.2,0.204301
福島,芝,1200,中山,87,2,14,0.023,0.1609,0.166667
福島,芝,1200,京都,20,3,6,0.15,0.3,0.304348
福島,芝,1200,佐賀,1,0,0,0.0,0.0,0.25
福島,芝,1200,函館,19,0,4,0.0,0.2105,0.227273
福島,芝,1200,名古,2,0,0,0.0,0.0,0.2
福島,芝,1200,園田,4,0,1,0.0,0.25,0.285714
福島,芝,1200,大井,1,0,0,0.0,0.0,0.25
福島,芝,1200,小倉,158,16,37,0.1013,0.2342,0.236025
福島,芝,1200,新潟,140,9,26,0.0643,0.1857,0.188811
福島,芝,1200,札幌,42,2,11,0.0476,0.2619,0.266667
福島,芝,1200,東京,105,4,16,0.0381,0.1524,0.157407
福島,芝,1200,水沢,1,0,0,0.0,0.0,0.25
福島,芝,1200,福島,170,16,43,0.0941,0.2529,0.254335
福島,芝,1200,笠松,4,0,0,0.0,0.0,0.142857
福島,芝,1200,船橋,3,0,0,0.0,0.0,0.166667
福島,芝,1200,金沢,3,0,0,0.0,0.0,0.166667
福島,芝,1200,門別,1,0,0,0.0,0.0,0.25
福島,芝,1200,阪神,51,1,13,0.0196,0.2549,0.259259
福島,芝,1200,高知,1,0,0,0.0,0.0,0.25
福島,芝,1800,中京,28,3,7,0.1071,0.25,0.258065
福島,芝,1800,中山,55,3,14,0.0545,0.2545,0.258621
福島,芝,1800,京都,9,1,1,0.1111,0.1111,0.166667
福島,芝,1800,函館,4,0,1,0.0,0.25,0.285714
福島,芝,1800,園田,1,0,0,0.0,0.0,0.25
福島,芝,1800,姫路,1,0,0,0.0,0.0,0.25
福島,芝,1800,小倉,42,5,12,0.119,0.2857,0.288889
福島,芝,1800,新潟,56,2,8,0.0357,0.1429,0.152542
福島,芝,1800,札幌,22,0,1,0.0,0.0455,0.08
福島,芝,1800,東京,114,5,22,0.0439,0.193,0.196581
福島,芝,1800,盛岡,4,0,1,0.0,0.25,0.285714
福島,芝,1800,福島,83,7,20,0.0843,0.241,0.244186
福島,芝,1800,笠松,1,0,0,0.0,0.0,0.25
福島,芝,1800,金沢,2,0,0,0.0,0.0,0.2
福島,芝,1800,阪神,30,5,6,0.1667,0.2,0.212121
福島,芝,2000,中京,33,3,11,0.0909,0.3333,0.333333
福島,芝,2000,中山,65,6,12,0.0923,0.1846,0.191176
福島,芝,2000,京都,17,1,2,0.0588,0.1176,0.15
福島,芝,2000,佐賀,1,0,0,0.0,0.0,0.25
福島,芝,2000,函館,8,0,2,0.0,0.25,0.272727
福島,芝,2000,名古,1,0,0,0.0,0.0,0.25
福島,芝,2000,園田,1,0,0,0.0,0.0,0.25
福島,芝,2000,小倉,61,2,9,0.0328,0.1475,0.15625
福島,芝,2000,川崎,2,0,0,0.0,0.0,0.2
福島,芝,2000,新潟,43,5,10,0.1163,0.2326,0.23913
福島,芝,2000,札幌,19,2,3,0.1053,0.1579,0.181818
福島,芝,2000,東京,51,2,15,0.0392,0.2941,0.296296
福島,芝,2000,盛岡,1,0,0,0.0,0.0,0.25
福島,芝,2000,福島,52,6,13,0.1154,0.25,0.254545
福島,芝,2000,笠松,1,0,0,0.0,0.0,0.25
福島,芝,2000,金沢,1,0,0,0.0,0.0,0.25
福島,芝,2000,阪神,28,2,10,0.0714,0.3571,0.354839
福島,芝,2000,高知,1,0,0,0.0,0.0,0.25
福島,芝,2600,中京,22,2,5,0.0909,0.2273,0.24
福島,芝,2600,中山,48,4,6,0.0833,0.125,0.137255
福島,芝,2600,京都,10,1,2,0.1,0.2,0.230769
福島,芝,2600,函館,4,0,0,0.0,0.0,0.142857
福島,芝,2600,名古,1,0,0,0.0,0.0,0.25
福島,芝,2600,小倉,43,2,12,0.0465,0.2791,0.282609
福島,芝,2600,新潟,36,3,7,0.0833,0.1944,0.205128
福島,芝,2600,札幌,25,2,8,0.08,0.32,0.321429
福島,芝,2600,東京,53,6,16,0.1132,0.3019,0.303571
福島,芝,2600,福島,50,1,11,0.02,0.22,0.226415
福島,芝,2600,門別,2,0,0,0.0,0.0,0.2
福島,芝,2600,阪神,23,3,5,0.1304,0.2174,0.230769
阪神,ダ,1200,中京,174,11,32,0.0632,0.1839,0.186441
阪神,ダ,1200,中山,78,3,8,0.0385,0.1026,0.111111
阪神,ダ,1200,京都,105,12,32,0.1143,0.3048,0.305556
阪神,ダ,1200,佐賀,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,函館,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,名古,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,園田,9,0,0,0.0,0.0,0.083333
阪神,ダ,1200,大井,2,0,0,0.0,0.0,0.2
阪神,ダ,1200,姫路,3,0,1,0.0,0.3333,0.333333
阪神,ダ,1200,小倉,87,5,18,0.0575,0.2069,0.211111
阪神,ダ,1200,川崎,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,新潟,37,3,6,0.0811,0.1622,0.175
阪神,ダ,1200,札幌,16,2,6,0.125,0.375,0.368421
阪神,ダ,1200,東京,30,1,2,0.0333,0.0667,0.090909
阪神,ダ,1200,浦和,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,盛岡,1,0,1,0.0,1.0,0.5
阪神,ダ,1200,福島,44,3,4,0.0682,0.0909,0.106383
阪神,ダ,1200,笠松,4,0,0,0.0,0.0,0.142857
阪神,ダ,1200,船橋,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,門別,1,0,0,0.0,0.0,0.25
阪神,ダ,1200,阪神,322,22,76,0.0683,0.236,0.236923
阪神,ダ,1400,中京,176,16,42,0.0909,0.2386,0.240223
阪神,ダ,1400,中山,41,2,3,0.0488,0.0732,0.090909
阪神,ダ,1400,京都,120,9,26,0.075,0.2167,0.219512
阪神,ダ,1400,佐賀,1,0,0,0.0,0.0,0.25
阪神,ダ,1400,函館,4,0,1,0.0,0.25,0.285714
阪神,ダ,1400,名古,2,0,1,0.0,0.5,0.4
阪神,ダ,1400,園田,7,0,2,0.0,0.2857,0.3
阪神,ダ,1400,大井,2,1,1,0.5,0.5,0.4
阪神,ダ,1400,姫路,2,0,0,0.0,0.0,0.2
阪神,ダ,1400,小倉,81,3,12,0.037,0.1481,0.154762
阪神,ダ,1400,川崎,12,0,1,0.0,0.0833,0.133333
阪神,ダ,1400,新潟,25,0,1,0.0,0.04,0.071429
阪神,ダ,1400,札幌,18,1,3,0.0556,0.1667,0.190476
阪神,ダ,1400,東京,118,13,33,0.1102,0.2797,0.280992
阪神,ダ,1400,水沢,1,0,0,0.0,0.0,0.25
阪神,ダ,1400,浦和,6,0,0,0.0,0.0,0.111111
阪神,ダ,1400,盛岡,2,0,0,0.0,0.0,0.2
阪神,ダ,1400,福島,28,0,4,0.0,0.1429,0.16129
阪神,ダ,1400,笠松,3,0,0,0.0,0.0,0.166667
阪神,ダ,1400,船橋,4,0,0,0.0,0.0,0.142857
阪神,ダ,1400,金沢,4,0,1,0.0,0.25,0.285714
阪神,ダ,1400,門別,6,0,0,0.0,0.0,0.111111
阪神,ダ,1400,阪神,338,24,76,0.071,0.2249,0.225806
阪神,ダ,1400,高知,2,0,0,0.0,0.0,0.2
阪神,ダ,1800,中京,244,21,63,0.0861,0.2582,0.259109
阪神,ダ,1800,中山,59,3,14,0.0508,0.2373,0.241935
阪神,ダ,1800,京都,149,13,39,0.0872,0.2617,0.263158
阪神,ダ,1800,函館,10,1,4,0.1,0.4,0.384615
阪神,ダ,1800,名古,5,0,0,0.0,0.0,0.125
阪神,ダ,1800,園田,7,2,2,0.2857,0.2857,0.3
阪神,ダ,1800,大井,1,0,1,0.0,1.0,0.5
阪神,ダ,1800,姫路,2,0,0,0.0,0.0,0.2
阪神,ダ,1800,小倉,122,6,22,0.0492,0.1803,0.184
阪神,ダ,1800,川崎,5,0,1,0.0,0.2,0.25
阪神,ダ,1800,新潟,56,4,12,0.0714,0.2143,0.220339
阪神,ダ,1800,札幌,36,2,7,0.0556,0.1944,0.205128
阪神,ダ,1800,東京,77,4,14,0.0519,0.1818,0.1875
阪神,ダ,1800,浦和,3,1,1,0.3333,0.3333,0.333333
阪神,ダ,1800,盛岡,2,0,0,0.0,0.0,0.2
阪神,ダ,1800,福島,36,5,11,0.1389,0.3056,0.307692
阪神,ダ,1800,笠松,6,1,1,0.1667,0.1667,0.222222
阪神,ダ,1800,船橋,3,0,1,0.0,0.3333,0.333333
阪神,ダ,1800,金沢,5,0,0,0.0,0.0,0.125
阪神,ダ,1800,門別,1,0,0,0.0,0.0,0.25
阪神,ダ,1800,阪神,409,35,101,0.0856,0.2469,0.247573
阪神,ダ,2000,中京,62,5,15,0.0806,0.2419,0.246154
阪神,ダ,2000,中山,21,1,5,0.0476,0.2381,0.25
阪神,ダ,2000,京都,45,4,8,0.0889,0.1778,0.1875
阪神,ダ,2000,函館,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,園田,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,小倉,15,0,3,0.0,0.2,0.222222
阪神,ダ,2000,川崎,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,新潟,10,0,2,0.0,0.2,0.230769
阪神,ダ,2000,札幌,2,0,0,0.0,0.0,0.2
阪神,ダ,2000,東京,33,4,14,0.1212,0.4242,0.416667
阪神,ダ,2000,福島,6,0,1,0.0,0.1667,0.222222
阪神,ダ,2000,金沢,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,阪神,114,11,27,0.0965,0.2368,0.239316
阪神,芝,1200,中京,45,7,13,0.1556,0.2889,0.291667
阪神,芝,1200,中山,32,0,6,0.0,0.1875,0.2
阪神,芝,1200,京都,51,4,12,0.0784,0.2353,0.240741
阪神,芝,1200,佐賀,1,0,0,0.0,0.0,0.25
阪神,芝,1200,函館,4,0,0,0.0,0.0,0.142857
阪神,芝,1200,園田,3,0,0,0.0,0.0,0.166667
阪神,芝,1200,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,1200,小倉,73,4,11,0.0548,0.1507,0.157895
阪神,芝,1200,新潟,28,1,5,0.0357,0.1786,0.193548
阪神,芝,1200,札幌,19,2,5,0.1053,0.2632,0.272727
阪神,芝,1200,東京,15,1,5,0.0667,0.3333,0.333333
阪神,芝,1200,浦和,1,0,0,0.0,0.0,0.25
阪神,芝,1200,福島,18,3,6,0.1667,0.3333,0.333333
阪神,芝,1200,阪神,62,4,15,0.0645,0.2419,0.246154
阪神,芝,1200,高知,1,0,0,0.0,0.0,0.25
阪神,芝,1400,中京,94,11,24,0.117,0.2553,0.257732
阪神,芝,1400,中山,27,1,9,0.037,0.3333,0.333333
阪神,芝,1400,京都,68,4,14,0.0588,0.2059,0.211268
阪神,芝,1400,函館,6,1,1,0.1667,0.1667,0.222222
阪神,芝,1400,名古,1,0,0,0.0,0.0,0.25
阪神,芝,1400,園田,2,0,0,0.0,0.0,0.2
阪神,芝,1400,小倉,61,2,11,0.0328,0.1803,0.1875
阪神,芝,1400,新潟,24,3,5,0.125,0.2083,0.222222
阪神,芝,1400,札幌,14,3,3,0.2143,0.2143,0.235294
阪神,芝,1400,東京,58,3,14,0.0517,0.2414,0.245902
阪神,芝,1400,浦和,1,0,0,0.0,0.0,0.25
阪神,芝,1400,福島,6,0,2,0.0,0.3333,0.333333
阪神,芝,1400,笠松,1,0,0,0.0,0.0,0.25
阪神,芝,1400,阪神,186,13,40,0.0699,0.2151,0.216931
阪神,芝,1400,高知,2,0,0,0.0,0.0,0.2
阪神,芝,1600,中京,117,7,26,0.0598,0.2222,0.225
阪神,芝,1600,中山,43,3,9,0.0698,0.2093,0.217391
阪神,芝,1600,京都,56,5,14,0.0893,0.25,0.254237
阪神,芝,1600,函館,2,1,2,0.5,1.0,0.6
阪神,芝,1600,名古,2,0,0,0.0,0.0,0.2
阪神,芝,1600,園田,3,0,0,0.0,0.0,0.166667
阪神,芝,1600,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,1600,小倉,45,2,8,0.0444,0.1778,0.1875
阪神,芝,1600,新潟,38,7,10,0.1842,0.2632,0.268293
阪神,芝,1600,札幌,14,0,2,0.0,0.1429,0.176471
阪神,芝,1600,東京,43,3,13,0.0698,0.3023,0.304348
阪神,芝,1600,盛岡,1,0,0,0.0,0.0,0.25
阪神,芝,1600,福島,5,0,1,0.0,0.2,0.25
阪神,芝,1600,笠松,1,0,0,0.0,0.0,0.25
阪神,芝,1600,船橋,2,0,0,0.0,0.0,0.2
阪神,芝,1600,阪神,164,16,47,0.0976,0.2866,0.287425
阪神,芝,1800,中京,78,5,17,0.0641,0.2179,0.222222
阪神,芝,1800,中山,28,5,12,0.1786,0.4286,0.419355
阪神,芝,1800,京都,59,6,18,0.1017,0.3051,0.306452
阪神,芝,1800,函館,2,1,1,0.5,0.5,0.4
阪神,芝,1800,園田,2,0,0,0.0,0.0,0.2
阪神,芝,1800,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,1800,小倉,62,3,13,0.0484,0.2097,0.215385
阪神,芝,1800,新潟,28,1,8,0.0357,0.2857,0.290323
阪神,芝,1800,札幌,11,0,2,0.0,0.1818,0.214286
阪神,芝,1800,東京,48,5,15,0.1042,0.3125,0.313725
阪神,芝,1800,福島,8,0,3,0.0,0.375,0.363636
阪神,芝,1800,阪神,126,16,37,0.127,0.2937,0.294574
阪神,芝,2000,中京,64,7,19,0.1094,0.2969,0.298507
阪神,芝,2000,中山,28,3,9,0.1071,0.3214,0.322581
阪神,芝,2000,京都,56,7,17,0.125,0.3036,0.305085
阪神,芝,2000,函館,5,1,2,0.2,0.4,0.375
阪神,芝,2000,小倉,58,4,15,0.069,0.2586,0.262295
阪神,芝,2000,新潟,18,0,3,0.0,0.1667,0.190476
阪神,芝,2000,札幌,18,0,4,0.0,0.2222,0.238095
阪神,芝,2000,東京,30,6,12,0.2,0.4,0.393939
阪神,芝,2000,福島,9,2,6,0.2222,0.6667,0.583333
阪神,芝,2000,笠松,1,0,0,0.0,0.0,0.25
阪神,芝,2000,阪神,108,7,24,0.0648,0.2222,0.225225
阪神,芝,2200,中京,24,4,7,0.1667,0.2917,0.296296
阪神,芝,2200,中山,9,1,4,0.1111,0.4444,0.416667
阪神,芝,2200,京都,16,2,4,0.125,0.25,0.263158
阪神,芝,2200,函館,1,0,0,0.0,0.0,0.25
阪神,芝,2200,名古,1,0,0,0.0,0.0,0.25
阪神,芝,2200,小倉,8,1,3,0.125,0.375,0.363636
阪神,芝,2200,新潟,7,1,2,0.1429,0.2857,0.3
阪神,芝,2200,札幌,5,0,1,0.0,0.2,0.25
阪神,芝,2200,東京,15,1,2,0.0667,0.1333,0.166667
阪神,芝,2200,福島,2,0,0,0.0,0.0,0.2
阪神,芝,2200,阪神,23,1,10,0.0435,0.4348,0.423077
阪神,芝,2400,中京,35,4,9,0.1143,0.2571,0.263158
阪神,芝,2400,中山,21,1,4,0.0476,0.1905,0.208333
阪神,芝,2400,京都,31,4,12,0.129,0.3871,0.382353
阪神,芝,2400,名古,1,0,0,0.0,0.0,0.25
阪神,芝,2400,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,2400,小倉,30,2,11,0.0667,0.3667,0.363636
阪神,芝,2400,川崎,1,0,0,0.0,0.0,0.25
阪神,芝,2400,新潟,3,0,1,0.0,0.3333,0.333333
阪神,芝,2400,札幌,13,1,4,0.0769,0.3077,0.3125
阪神,芝,2400,東京,22,2,9,0.0909,0.4091,0.4
阪神,芝,2400,福島,2,0,0,0.0,0.0,0.2
阪神,芝,2400,船橋,1,0,0,0.0,0.0,0.25
阪神,芝,2400,門別,1,0,0,0.0,0.0,0.25
阪神,芝,2400,阪神,82,11,25,0.1341,0.3049,0.305882
阪神,芝,2600,中京,7,1,2,0.1429,0.2857,0.3
阪神,芝,2600,中山,3,0,0,0.0,0.0,0.166667
阪神,芝,2600,京都,1,0,1,0.0,1.0,0.5
阪神,芝,2600,小倉,9,0,1,0.0,0.1111,0.166667
阪神,芝,2600,札幌,2,1,1,0.5,0.5,0.4
阪神,芝,2600,東京,3,0,2,0.0,0.6667,0.5
阪神,芝,2600,福島,4,0,1,0.0,0.25,0.285714
阪神,芝,2600,阪神,11,2,4,0.1818,0.3636,0.357143
阪神,芝,3000,中京,10,0,0,0.0,0.0,0.076923
阪神,芝,3000,中山,5,0,2,0.0,0.4,0.375
阪神,芝,3000,京都,7,1,1,0.1429,0.1429,0.2
阪神,芝,3000,小倉,1,0,0,0.0,0.0,0.25
阪神,芝,3000,新潟,2,1,1,0.5,0.5,0.4
阪神,芝,3000,札幌,4,0,0,0.0,0.0,0.142857
阪神,芝,3000,東京,6,0,2,0.0,0.3333,0.333333
阪神,芝,3000,阪神,4,1,3,0.25,0.75,0.571429
