場所,芝ダ,距離,前走場所,母数,勝利数,複勝数,単勝率,複勝率
京都,芝,2400,東京,7,1,4,0.1429,0.5714
京都,芝,2400,福島,7,0,2,0.0,0.2857
京都,芝,2400,阪神,30,3,6,0.1,0.2
京都,芝,3000,京都,1,0,0,0.0,0.0
京都,芝,3000,小倉,1,0,0,0.0,0.0
京都,芝,3000,新潟,2,0,0,0.0,0.0
京都,芝,3000,札幌,4,0,0,0.0,0.0
京都,芝,3000,東京,5,1,3,0.2,0.6
京都,芝,3000,阪神,4,0,0,0.0,0.0
函館,ダ,1000,中京,10,0,2,0.0,0.2
函館,ダ,1000,中山,23,1,5,0.0435,0.2174
函館,ダ,1000,京都,10,2,4,0.2,0.4
函館,ダ,1000,函館,125,13,36,0.104,0.288
函館,ダ,1000,園田,2,0,0,0.0,0.0
函館,ダ,1000,大井,2,0,1,0.0,0.5
函館,ダ,1000,小倉,19,3,5,0.1579,0.2632
函館,ダ,1000,川崎,2,0,1,0.0,0.5
函館,ダ,1000,新潟,39,2,8,0.0513,0.2051
函館,ダ,1000,東京,15,1,2,0.0667,0.1333
函館,ダ,1000,盛岡,1,0,0,0.0,0.0
函館,ダ,1000,福島,13,1,3,0.0769,0.2308
函館,ダ,1000,金沢,1,0,0,0.0,0.0
函館,ダ,1000,門別,2,0,1,0.0,0.5
函館,ダ,1000,阪神,15,1,4,0.0667,0.2667
函館,ダ,1700,中京,34,5,7,0.1471,0.2059
函館,ダ,1700,中山,40,3,9,0.075,0.225
函館,ダ,1700,京都,64,8,20,0.125,0.3125
函館,ダ,1700,函館,258,20,65,0.0775,0.2519
函館,ダ,1700,名古,2,0,0,0.0,0.0
函館,ダ,1700,園田,2,1,1,0.5,0.5
函館,ダ,1700,大井,1,0,0,0.0,0.0
函館,ダ,1700,小倉,21,1,3,0.0476,0.1429
函館,ダ,1700,川崎,1,0,0,0.0,0.0
函館,ダ,1700,新潟,48,2,11,0.0417,0.2292
函館,ダ,1700,東京,90,4,18,0.0444,0.2
函館,ダ,1700,福島,40,3,11,0.075,0.275
函館,ダ,1700,笠松,4,0,0,0.0,0.0
函館,ダ,1700,船橋,1,0,0,0.0,0.0
函館,ダ,1700,金沢,1,1,1,1.0,1.0
函館,ダ,1700,門別,1,0,0,0.0,0.0
函館,ダ,1700,阪神,48,6,16,0.125,0.3333
函館,ダ,2400,中山,5,1,3,0.2,0.6
函館,ダ,2400,京都,2,1,1,0.5,0.5
函館,ダ,2400,函館,9,1,2,0.1111,0.2222
函館,ダ,2400,新潟,1,0,0,0.0,0.0
函館,ダ,2400,札幌,1,0,0,0.0,0.0
函館,ダ,2400,東京,8,0,2,0.0,0.25
函館,ダ,2400,福島,1,0,1,0.0,1.0
函館,ダ,2400,阪神,2,0,0,0.0,0.0
函館,芝,1200,中京,36,0,4,0.0,0.1111
函館,芝,1200,中山,56,6,15,0.1071,0.2679
函館,芝,1200,京都,46,6,17,0.1304,0.3696
函館,芝,1200,佐賀,1,0,0,0.0,0.0
函館,芝,1200,函館,331,25,81,0.0755,0.2447
函館,芝,1200,園田,1,0,0,0.0,0.0
函館,芝,1200,小倉,21,1,2,0.0476,0.0952
函館,芝,1200,新潟,82,5,13,0.061,0.1585
函館,芝,1200,札幌,1,0,0,0.0,0.0
函館,芝,1200,東京,48,4,13,0.0833,0.2708
函館,芝,1200,福島,41,1,10,0.0244,0.2439
函館,芝,1200,門別,2,0,0,0.0,0.0
函館,芝,1200,阪神,64,10,16,0.1562,0.25
函館,芝,1800,中京,16,1,3,0.0625,0.1875
函館,芝,1800,中山,45,6,12,0.1333,0.2667
函館,芝,1800,京都,26,0,2,0.0,0.0769
函館,芝,1800,函館,105,10,27,0.0952,0.2571
函館,芝,1800,大井,1,0,0,0.0,0.0
函館,芝,1800,小倉,11,0,1,0.0,0.0909
函館,芝,1800,新潟,21,1,4,0.0476,0.1905
函館,芝,1800,東京,34,2,11,0.0588,0.3235
函館,芝,1800,福島,22,1,5,0.0455,0.2273
函館,芝,1800,阪神,41,5,13,0.122,0.3171
函館,芝,2000,中京,12,0,1,0.0,0.0833
函館,芝,2000,中山,23,1,3,0.0435,0.1304
函館,芝,2000,京都,7,0,0,0.0,0.0
函館,芝,2000,函館,75,6,24,0.08,0.32
函館,芝,2000,小倉,7,2,2,0.2857,0.2857
函館,芝,2000,新潟,20,2,7,0.1,0.35
函館,芝,2000,東京,24,3,7,0.125,0.2917
函館,芝,2000,福島,21,3,5,0.1429,0.2381
函館,芝,2000,船橋,1,0,0,0.0,0.0
函館,芝,2000,阪神,17,2,8,0.1176,0.4706
函館,芝,2600,中京,8,2,3,0.25,0.375
函館,芝,2600,中山,9,0,5,0.0,0.5556
函館,芝,2600,京都,7,1,1,0.1429,0.1429
函館,芝,2600,函館,62,4,15,0.0645,0.2419
函館,芝,2600,小倉,2,1,1,0.5,0.5
函館,芝,2600,新潟,12,0,4,0.0,0.3333
函館,芝,2600,東京,5,0,0,0.0,0.0
函館,芝,2600,福島,17,3,5,0.1765,0.2941
函館,芝,2600,阪神,10,1,2,0.1,0.2
小倉,ダ,1000,中京,51,8,18,0.1569,0.3529
小倉,ダ,1000,中山,9,2,2,0.2222,0.2222
小倉,ダ,1000,京都,34,1,7,0.0294,0.2059
小倉,ダ,1000,佐賀,1,0,0,0.0,0.0
小倉,ダ,1000,函館,3,0,0,0.0,0.0
小倉,ダ,1000,名古,2,0,0,0.0,0.0
小倉,ダ,1000,園田,8,0,0,0.0,0.0
小倉,ダ,1000,小倉,83,5,22,0.0602,0.2651
小倉,ダ,1000,川崎,3,0,0,0.0,0.0
小倉,ダ,1000,新潟,31,0,7,0.0,0.2258
小倉,ダ,1000,札幌,6,0,1,0.0,0.1667
小倉,ダ,1000,東京,9,2,2,0.2222,0.2222
小倉,ダ,1000,福島,27,2,2,0.0741,0.0741
小倉,ダ,1000,笠松,2,0,0,0.0,0.0
小倉,ダ,1000,船橋,1,0,0,0.0,0.0
小倉,ダ,1000,金沢,2,0,0,0.0,0.0
小倉,ダ,1000,門別,2,1,1,0.5,0.5
小倉,ダ,1000,阪神,58,4,13,0.069,0.2241
小倉,ダ,1700,中京,248,23,49,0.0927,0.1976
小倉,ダ,1700,中山,53,2,8,0.0377,0.1509
小倉,ダ,1700,京都,151,11,30,0.0728,0.1987
小倉,ダ,1700,佐賀,2,0,0,0.0,0.0
小倉,ダ,1700,函館,8,0,0,0.0,0.0
小倉,ダ,1700,名古,6,0,0,0.0,0.0
小倉,ダ,1700,園田,20,0,3,0.0,0.15
小倉,ダ,1700,大井,2,0,0,0.0,0.0
小倉,ダ,1700,姫路,1,0,0,0.0,0.0
小倉,ダ,1700,小倉,417,28,92,0.0671,0.2206
小倉,ダ,1700,川崎,4,0,1,0.0,0.25
小倉,ダ,1700,新潟,59,6,19,0.1017,0.322
小倉,ダ,1700,札幌,23,0,6,0.0,0.2609
小倉,ダ,1700,東京,76,5,21,0.0658,0.2763
小倉,ダ,1700,浦和,4,0,0,0.0,0.0
小倉,ダ,1700,盛岡,1,0,0,0.0,0.0
小倉,ダ,1700,福島,84,5,15,0.0595,0.1786
小倉,ダ,1700,笠松,8,0,0,0.0,0.0
小倉,ダ,1700,船橋,5,0,0,0.0,0.0
小倉,ダ,1700,金沢,5,0,1,0.0,0.2
小倉,ダ,1700,門別,2,0,0,0.0,0.0
小倉,ダ,1700,阪神,231,16,41,0.0693,0.1775
小倉,ダ,1700,高知,2,0,2,0.0,1.0
小倉,ダ,2400,中京,10,0,1,0.0,0.1
小倉,ダ,2400,中山,3,0,0,0.0,0.0
小倉,ダ,2400,京都,2,0,1,0.0,0.5
小倉,ダ,2400,園田,1,0,0,0.0,0.0
小倉,ダ,2400,小倉,10,1,2,0.1,0.2
小倉,ダ,2400,新潟,3,0,0,0.0,0.0
小倉,ダ,2400,札幌,3,1,3,0.3333,1.0
小倉,ダ,2400,東京,2,1,1,0.5,0.5
小倉,ダ,2400,福島,3,0,1,0.0,0.3333
小倉,芝,1200,中京,171,16,40,0.0936,0.2339
小倉,芝,1200,中山,57,2,10,0.0351,0.1754
小倉,芝,1200,京都,125,9,30,0.072,0.24
小倉,芝,1200,佐賀,5,0,1,0.0,0.2
小倉,芝,1200,函館,12,1,1,0.0833,0.0833
小倉,芝,1200,名古,2,0,0,0.0,0.0
小倉,芝,1200,園田,10,0,1,0.0,0.1
小倉,芝,1200,大井,2,0,0,0.0,0.0
小倉,芝,1200,小倉,428,26,87,0.0607,0.2033
小倉,芝,1200,川崎,3,0,0,0.0,0.0
小倉,芝,1200,新潟,74,4,12,0.0541,0.1622
小倉,芝,1200,札幌,16,2,5,0.125,0.3125
小倉,芝,1200,東京,19,3,8,0.1579,0.4211
小倉,芝,1200,浦和,1,0,0,0.0,0.0
小倉,芝,1200,福島,145,7,18,0.0483,0.1241
小倉,芝,1200,金沢,5,0,1,0.0,0.2
小倉,芝,1200,門別,2,0,0,0.0,0.0
小倉,芝,1200,阪神,126,10,26,0.0794,0.2063
小倉,芝,1800,中京,80,11,21,0.1375,0.2625
小倉,芝,1800,中山,30,4,12,0.1333,0.4
小倉,芝,1800,京都,67,8,13,0.1194,0.194
小倉,芝,1800,函館,3,0,0,0.0,0.0
小倉,芝,1800,名古,2,0,0,0.0,0.0
小倉,芝,1800,小倉,188,11,44,0.0585,0.234
小倉,芝,1800,新潟,46,2,6,0.0435,0.1304
小倉,芝,1800,札幌,11,1,2,0.0909,0.1818
小倉,芝,1800,東京,40,4,11,0.1,0.275
小倉,芝,1800,水沢,1,0,0,0.0,0.0
小倉,芝,1800,盛岡,1,0,0,0.0,0.0
小倉,芝,1800,福島,55,2,12,0.0364,0.2182
小倉,芝,1800,笠松,1,0,0,0.0,0.0
小倉,芝,1800,金沢,1,0,0,0.0,0.0
小倉,芝,1800,阪神,87,4,20,0.046,0.2299
小倉,芝,2000,中京,97,12,25,0.1237,0.2577
小倉,芝,2000,中山,29,6,9,0.2069,0.3103
小倉,芝,2000,京都,53,5,16,0.0943,0.3019
小倉,芝,2000,函館,3,0,0,0.0,0.0
小倉,芝,2000,名古,1,0,0,0.0,0.0
小倉,芝,2000,園田,1,0,0,0.0,0.0
小倉,芝,2000,小倉,187,7,41,0.0374,0.2193
小倉,芝,2000,川崎,2,0,0,0.0,0.0
小倉,芝,2000,新潟,24,2,6,0.0833,0.25
小倉,芝,2000,札幌,5,0,2,0.0,0.4
小倉,芝,2000,東京,25,3,11,0.12,0.44
小倉,芝,2000,浦和,1,0,0,0.0,0.0
小倉,芝,2000,福島,33,2,7,0.0606,0.2121
小倉,芝,2000,笠松,1,0,1,0.0,1.0
小倉,芝,2000,船橋,1,0,0,0.0,0.0
小倉,芝,2000,阪神,51,6,11,0.1176,0.2157
小倉,芝,2600,中京,25,3,9,0.12,0.36
小倉,芝,2600,中山,17,2,7,0.1176,0.4118
小倉,芝,2600,京都,23,1,6,0.0435,0.2609
小倉,芝,2600,函館,1,0,0,0.0,0.0
小倉,芝,2600,小倉,79,5,20,0.0633,0.2532
小倉,芝,2600,新潟,14,1,2,0.0714,0.1429
小倉,芝,2600,札幌,7,1,1,0.1429,0.1429
小倉,芝,2600,東京,10,2,4,0.2,0.4
小倉,芝,2600,福島,22,1,3,0.0455,0.1364
小倉,芝,2600,笠松,1,0,0,0.0,0.0
小倉,芝,2600,金沢,1,0,0,0.0,0.0
小倉,芝,2600,阪神,35,4,8,0.1143,0.2286
新潟,ダ,1200,中京,83,11,27,0.1325,0.3253
新潟,ダ,1200,中山,147,10,24,0.068,0.1633
新潟,ダ,1200,京都,37,3,6,0.0811,0.1622
新潟,ダ,1200,佐賀,4,0,0,0.0,0.0
新潟,ダ,1200,函館,8,1,3,0.125,0.375
新潟,ダ,1200,名古,4,0,0,0.0,0.0
新潟,ダ,1200,園田,16,0,2,0.0,0.125
新潟,ダ,1200,大井,4,0,2,0.0,0.5
新潟,ダ,1200,小倉,41,4,10,0.0976,0.2439
新潟,ダ,1200,川崎,5,0,0,0.0,0.0
新潟,ダ,1200,新潟,188,18,49,0.0957,0.2606
新潟,ダ,1200,札幌,19,1,2,0.0526,0.1053
新潟,ダ,1200,東京,146,6,22,0.0411,0.1507
新潟,ダ,1200,浦和,6,0,2,0.0,0.3333
新潟,ダ,1200,盛岡,1,0,0,0.0,0.0
新潟,ダ,1200,福島,131,5,23,0.0382,0.1756
新潟,ダ,1200,笠松,4,0,0,0.0,0.0
新潟,ダ,1200,金沢,3,0,1,0.0,0.3333
新潟,ダ,1200,門別,7,0,0,0.0,0.0
新潟,ダ,1200,阪神,106,9,28,0.0849,0.2642
新潟,ダ,1800,中京,115,11,33,0.0957,0.287
新潟,ダ,1800,中山,135,13,27,0.0963,0.2
新潟,ダ,1800,京都,48,1,9,0.0208,0.1875
新潟,ダ,1800,函館,17,0,1,0.0,0.0588
新潟,ダ,1800,名古,2,0,0,0.0,0.0
新潟,ダ,1800,園田,4,1,1,0.25,0.25
新潟,ダ,1800,大井,3,0,0,0.0,0.0
新潟,ダ,1800,姫路,1,0,0,0.0,0.0
新潟,ダ,1800,小倉,79,10,21,0.1266,0.2658
新潟,ダ,1800,川崎,3,0,0,0.0,0.0
新潟,ダ,1800,新潟,199,13,48,0.0653,0.2412
新潟,ダ,1800,札幌,15,1,1,0.0667,0.0667
新潟,ダ,1800,東京,181,8,32,0.0442,0.1768
新潟,ダ,1800,浦和,1,0,0,0.0,0.0
新潟,ダ,1800,盛岡,2,0,0,0.0,0.0
新潟,ダ,1800,福島,193,13,42,0.0674,0.2176
新潟,ダ,1800,笠松,3,0,1,0.0,0.3333
新潟,ダ,1800,船橋,3,0,1,0.0,0.3333
新潟,ダ,1800,金沢,3,0,1,0.0,0.3333
新潟,ダ,1800,門別,3,0,0,0.0,0.0
新潟,ダ,1800,阪神,108,10,25,0.0926,0.2315
新潟,芝,1000,中京,23,3,4,0.1304,0.1739
新潟,芝,1000,中山,76,7,20,0.0921,0.2632
新潟,芝,1000,京都,16,1,3,0.0625,0.1875
新潟,芝,1000,函館,19,0,2,0.0,0.1053
新潟,芝,1000,名古,3,0,0,0.0,0.0
新潟,芝,1000,園田,1,0,0,0.0,0.0
新潟,芝,1000,大井,1,0,0,0.0,0.0
新潟,芝,1000,姫路,2,0,0,0.0,0.0
新潟,芝,1000,小倉,80,1,11,0.0125,0.1375
新潟,芝,1000,川崎,2,0,0,0.0,0.0
新潟,芝,1000,新潟,227,18,45,0.0793,0.1982
新潟,芝,1000,札幌,17,1,2,0.0588,0.1176
新潟,芝,1000,東京,31,1,5,0.0323,0.1613
新潟,芝,1000,浦和,2,0,1,0.0,0.5
新潟,芝,1000,盛岡,2,0,0,0.0,0.0
新潟,芝,1000,福島,66,3,11,0.0455,0.1667
新潟,芝,1000,笠松,2,0,0,0.0,0.0
新潟,芝,1000,船橋,1,0,0,0.0,0.0
新潟,芝,1000,金沢,2,0,0,0.0,0.0
新潟,芝,1000,門別,2,0,0,0.0,0.0
新潟,芝,1000,阪神,33,1,4,0.0303,0.1212
新潟,芝,1200,中京,29,2,6,0.069,0.2069
新潟,芝,1200,中山,56,2,11,0.0357,0.1964
新潟,芝,1200,京都,3,0,0,0.0,0.0
新潟,芝,1200,函館,8,0,3,0.0,0.375
新潟,芝,1200,名古,2,0,0,0.0,0.0
新潟,芝,1200,園田,1,0,0,0.0,0.0
新潟,芝,1200,小倉,42,5,11,0.119,0.2619
新潟,芝,1200,新潟,55,5,10,0.0909,0.1818
新潟,芝,1200,札幌,17,0,2,0.0,0.1176
新潟,芝,1200,東京,24,1,6,0.0417,0.25
新潟,芝,1200,水沢,1,0,0,0.0,0.0
新潟,芝,1200,福島,75,4,12,0.0533,0.16
新潟,芝,1200,笠松,2,0,0,0.0,0.0
新潟,芝,1200,門別,1,0,0,0.0,0.0
新潟,芝,1200,阪神,27,3,5,0.1111,0.1852
新潟,芝,1400,中京,46,5,12,0.1087,0.2609
新潟,芝,1400,中山,23,0,3,0.0,0.1304
新潟,芝,1400,京都,14,2,3,0.1429,0.2143
新潟,芝,1400,佐賀,2,0,0,0.0,0.0
新潟,芝,1400,函館,8,0,0,0.0,0.0
新潟,芝,1400,名古,2,0,0,0.0,0.0
新潟,芝,1400,園田,3,0,0,0.0,0.0
新潟,芝,1400,大井,1,0,1,0.0,1.0
新潟,芝,1400,姫路,1,0,0,0.0,0.0
新潟,芝,1400,小倉,33,1,4,0.0303,0.1212
新潟,芝,1400,新潟,66,2,14,0.0303,0.2121
新潟,芝,1400,札幌,18,1,2,0.0556,0.1111
新潟,芝,1400,東京,103,7,24,0.068,0.233
新潟,芝,1400,盛岡,1,0,0,0.0,0.0
新潟,芝,1400,福島,41,3,5,0.0732,0.122
新潟,芝,1400,笠松,2,0,0,0.0,0.0
新潟,芝,1400,金沢,2,0,0,0.0,0.0
新潟,芝,1400,阪神,28,3,5,0.1071,0.1786
新潟,芝,1600,中京,61,4,11,0.0656,0.1803
新潟,芝,1600,中山,33,0,3,0.0,0.0909
新潟,芝,1600,京都,16,1,2,0.0625,0.125
新潟,芝,1600,園田,1,0,1,0.0,1.0
新潟,芝,1600,小倉,16,0,4,0.0,0.25
新潟,芝,1600,新潟,52,3,14,0.0577,0.2692
新潟,芝,1600,札幌,3,0,0,0.0,0.0
新潟,芝,1600,東京,70,3,11,0.0429,0.1571
新潟,芝,1600,浦和,1,0,0,0.0,0.0
新潟,芝,1600,盛岡,2,0,0,0.0,0.0
新潟,芝,1600,福島,29,3,7,0.1034,0.2414
新潟,芝,1600,笠松,1,1,1,1.0,1.0
新潟,芝,1600,門別,1,0,0,0.0,0.0
新潟,芝,1600,阪神,38,7,12,0.1842,0.3158
新潟,芝,1600,高知,1,0,0,0.0,0.0
新潟,芝,1800,中京,37,2,7,0.0541,0.1892
新潟,芝,1800,中山,52,5,14,0.0962,0.2692
新潟,芝,1800,京都,25,4,7,0.16,0.28
新潟,芝,1800,佐賀,1,0,0,0.0,0.0
新潟,芝,1800,函館,7,1,2,0.1429,0.2857
新潟,芝,1800,園田,2,0,0,0.0,0.0
新潟,芝,1800,小倉,37,3,6,0.0811,0.1622
新潟,芝,1800,新潟,79,6,18,0.0759,0.2278
新潟,芝,1800,札幌,15,1,5,0.0667,0.3333
新潟,芝,1800,東京,88,7,21,0.0795,0.2386
新潟,芝,1800,盛岡,1,0,0,0.0,0.0
新潟,芝,1800,福島,72,2,16,0.0278,0.2222
新潟,芝,1800,笠松,2,0,1,0.0,0.5
新潟,芝,1800,阪神,44,5,11,0.1136,0.25
新潟,芝,2000,中京,40,3,13,0.075,0.325
新潟,芝,2000,中山,22,2,6,0.0909,0.2727
新潟,芝,2000,京都,16,1,2,0.0625,0.125
新潟,芝,2000,函館,2,0,0,0.0,0.0
新潟,芝,2000,大井,1,0,0,0.0,0.0
新潟,芝,2000,小倉,19,2,5,0.1053,0.2632
新潟,芝,2000,川崎,1,0,0,0.0,0.0
新潟,芝,2000,新潟,46,4,9,0.087,0.1957
新潟,芝,2000,札幌,14,0,2,0.0,0.1429
新潟,芝,2000,東京,43,4,12,0.093,0.2791
新潟,芝,2000,盛岡,1,0,0,0.0,0.0
新潟,芝,2000,福島,52,2,13,0.0385,0.25
新潟,芝,2000,笠松,3,0,0,0.0,0.0
新潟,芝,2000,阪神,25,6,10,0.24,0.4
新潟,芝,2200,中京,20,1,5,0.05,0.25
新潟,芝,2200,中山,16,1,3,0.0625,0.1875
新潟,芝,2200,京都,11,2,3,0.1818,0.2727
新潟,芝,2200,佐賀,1,0,0,0.0,0.0
新潟,芝,2200,函館,2,0,0,0.0,0.0
新潟,芝,2200,名古,1,0,0,0.0,0.0
新潟,芝,2200,園田,1,0,0,0.0,0.0
新潟,芝,2200,小倉,16,3,4,0.1875,0.25
新潟,芝,2200,新潟,30,2,5,0.0667,0.1667
新潟,芝,2200,札幌,9,0,2,0.0,0.2222
新潟,芝,2200,東京,39,4,10,0.1026,0.2564
新潟,芝,2200,福島,34,0,9,0.0,0.2647
新潟,芝,2200,船橋,1,0,0,0.0,0.0
新潟,芝,2200,阪神,15,2,4,0.1333,0.2667
新潟,芝,2200,高知,1,0,0,0.0,0.0
新潟,芝,2400,中京,5,1,2,0.2,0.4
新潟,芝,2400,中山,4,1,1,0.25,0.25
新潟,芝,2400,名古,1,0,0,0.0,0.0
新潟,芝,2400,園田,1,0,1,0.0,1.0
新潟,芝,2400,小倉,3,0,0,0.0,0.0
新潟,芝,2400,新潟,19,2,4,0.1053,0.2105
新潟,芝,2400,札幌,4,0,1,0.0,0.25
新潟,芝,2400,東京,12,0,1,0.0,0.0833
新潟,芝,2400,福島,8,1,3,0.125,0.375
新潟,芝,2400,阪神,4,0,2,0.0,0.5
札幌,ダ,1000,中京,8,2,3,0.25,0.375
札幌,ダ,1000,中山,2,0,0,0.0,0.0
札幌,ダ,1000,京都,6,1,2,0.1667,0.3333
札幌,ダ,1000,函館,82,7,19,0.0854,0.2317
札幌,ダ,1000,名古,1,0,0,0.0,0.0
札幌,ダ,1000,小倉,9,1,4,0.1111,0.4444
札幌,ダ,1000,川崎,2,1,1,0.5,0.5
札幌,ダ,1000,新潟,10,1,3,0.1,0.3
札幌,ダ,1000,札幌,73,5,17,0.0685,0.2329
札幌,ダ,1000,東京,15,0,7,0.0,0.4667
札幌,ダ,1000,福島,6,0,0,0.0,0.0
札幌,ダ,1000,笠松,1,0,0,0.0,0.0
札幌,ダ,1000,阪神,3,1,1,0.3333,0.3333
札幌,ダ,1700,中京,10,0,0,0.0,0.0
札幌,ダ,1700,中山,14,1,3,0.0714,0.2143
札幌,ダ,1700,京都,27,3,10,0.1111,0.3704
札幌,ダ,1700,函館,193,14,47,0.0725,0.2435
札幌,ダ,1700,大井,2,0,0,0.0,0.0
札幌,ダ,1700,小倉,13,1,5,0.0769,0.3846
札幌,ダ,1700,川崎,3,0,0,0.0,0.0
札幌,ダ,1700,新潟,19,0,2,0.0,0.1053
札幌,ダ,1700,札幌,265,18,58,0.0679,0.2189
札幌,ダ,1700,東京,78,9,18,0.1154,0.2308
札幌,ダ,1700,福島,41,4,9,0.0976,0.2195
札幌,ダ,1700,笠松,1,0,0,0.0,0.0
札幌,ダ,1700,金沢,1,0,0,0.0,0.0
札幌,ダ,1700,門別,1,0,0,0.0,0.0
札幌,ダ,1700,阪神,36,4,10,0.1111,0.2778
札幌,芝,1200,中京,7,0,3,0.0,0.4286
札幌,芝,1200,中山,6,1,1,0.1667,0.1667
札幌,芝,1200,京都,10,0,5,0.0,0.5
札幌,芝,1200,函館,211,15,37,0.0711,0.1754
札幌,芝,1200,小倉,4,0,0,0.0,0.0
札幌,芝,1200,新潟,20,1,2,0.05,0.1
札幌,芝,1200,札幌,112,6,24,0.0536,0.2143
札幌,芝,1200,東京,11,1,3,0.0909,0.2727
札幌,芝,1200,福島,24,4,9,0.1667,0.375
札幌,芝,1200,笠松,1,0,0,0.0,0.0
札幌,芝,1200,金沢,1,0,0,0.0,0.0
札幌,芝,1200,門別,3,0,1,0.0,0.3333
札幌,芝,1200,阪神,10,1,3,0.1,0.3
札幌,芝,1500,中京,11,1,2,0.0909,0.1818
札幌,芝,1500,中山,13,0,4,0.0,0.3077
札幌,芝,1500,京都,10,2,3,0.2,0.3
札幌,芝,1500,函館,52,2,11,0.0385,0.2115
札幌,芝,1500,小倉,4,0,0,0.0,0.0
札幌,芝,1500,川崎,1,0,0,0.0,0.0
札幌,芝,1500,新潟,14,1,2,0.0714,0.1429
札幌,芝,1500,札幌,90,4,13,0.0444,0.1444
札幌,芝,1500,東京,50,6,19,0.12,0.38
札幌,芝,1500,福島,12,2,3,0.1667,0.25
札幌,芝,1500,門別,4,0,0,0.0,0.0
札幌,芝,1500,阪神,13,3,6,0.2308,0.4615
札幌,芝,1800,中京,8,1,2,0.125,0.25
札幌,芝,1800,中山,11,2,4,0.1818,0.3636
札幌,芝,1800,京都,2,1,1,0.5,0.5
札幌,芝,1800,佐賀,1,0,1,0.0,1.0
札幌,芝,1800,函館,90,6,19,0.0667,0.2111
札幌,芝,1800,小倉,4,0,1,0.0,0.25
札幌,芝,1800,川崎,1,0,0,0.0,0.0
札幌,芝,1800,新潟,8,1,1,0.125,0.125
札幌,芝,1800,札幌,102,5,24,0.049,0.2353
札幌,芝,1800,東京,16,3,7,0.1875,0.4375
札幌,芝,1800,盛岡,1,0,1,0.0,1.0
札幌,芝,1800,福島,14,2,4,0.1429,0.2857
札幌,芝,1800,笠松,1,0,0,0.0,0.0
札幌,芝,1800,門別,1,0,0,0.0,0.0
札幌,芝,1800,阪神,9,1,1,0.1111,0.1111
札幌,芝,2000,中京,12,0,3,0.0,0.25
札幌,芝,2000,中山,14,0,5,0.0,0.3571
札幌,芝,2000,京都,14,1,5,0.0714,0.3571
札幌,芝,2000,函館,106,7,23,0.066,0.217
札幌,芝,2000,小倉,2,0,0,0.0,0.0
札幌,芝,2000,新潟,9,0,2,0.0,0.2222
札幌,芝,2000,札幌,136,11,30,0.0809,0.2206
札幌,芝,2000,東京,31,5,9,0.1613,0.2903
札幌,芝,2000,福島,18,3,4,0.1667,0.2222
札幌,芝,2000,阪神,3,0,0,0.0,0.0
札幌,芝,2600,中京,5,0,3,0.0,0.6
札幌,芝,2600,中山,4,0,0,0.0,0.0
札幌,芝,2600,京都,11,2,4,0.1818,0.3636
札幌,芝,2600,函館,67,3,15,0.0448,0.2239
札幌,芝,2600,小倉,9,1,1,0.1111,0.1111
札幌,芝,2600,新潟,1,0,0,0.0,0.0
札幌,芝,2600,札幌,54,3,7,0.0556,0.1296
札幌,芝,2600,東京,23,2,9,0.087,0.3913
札幌,芝,2600,福島,18,4,8,0.2222,0.4444
札幌,芝,2600,門別,1,0,0,0.0,0.0
札幌,芝,2600,阪神,7,1,1,0.1429,0.1429
東京,ダ,1300,中京,25,2,6,0.08,0.24
東京,ダ,1300,中山,98,6,19,0.0612,0.1939
東京,ダ,1300,京都,6,0,2,0.0,0.3333
東京,ダ,1300,函館,1,0,0,0.0,0.0
東京,ダ,1300,名古,1,0,0,0.0,0.0
東京,ダ,1300,園田,5,0,0,0.0,0.0
東京,ダ,1300,大井,1,0,0,0.0,0.0
東京,ダ,1300,小倉,4,0,0,0.0,0.0
