場所,芝ダ,距離,前走場所,母数,勝利数,複勝数,単勝率,複勝率
東京,ダ,1300,川崎,1,0,1,0.0,1.0
東京,ダ,1300,新潟,26,3,5,0.1154,0.1923
東京,ダ,1300,札幌,4,0,1,0.0,0.25
東京,ダ,1300,東京,77,5,19,0.0649,0.2468
東京,ダ,1300,水沢,1,0,0,0.0,0.0
東京,ダ,1300,浦和,1,0,0,0.0,0.0
東京,ダ,1300,福島,21,1,2,0.0476,0.0952
東京,ダ,1300,笠松,1,0,0,0.0,0.0
東京,ダ,1300,船橋,2,0,0,0.0,0.0
東京,ダ,1300,門別,1,0,0,0.0,0.0
東京,ダ,1300,阪神,21,2,2,0.0952,0.0952
東京,ダ,1400,中京,147,13,34,0.0884,0.2313
東京,ダ,1400,中山,249,10,38,0.0402,0.1526
東京,ダ,1400,京都,39,2,8,0.0513,0.2051
東京,ダ,1400,佐賀,1,0,0,0.0,0.0
東京,ダ,1400,函館,5,0,1,0.0,0.2
東京,ダ,1400,名古,6,0,2,0.0,0.3333
東京,ダ,1400,園田,8,1,1,0.125,0.125
東京,ダ,1400,大井,2,0,0,0.0,0.0
東京,ダ,1400,姫路,2,0,1,0.0,0.5
東京,ダ,1400,小倉,25,1,2,0.04,0.08
東京,ダ,1400,川崎,8,0,2,0.0,0.25
東京,ダ,1400,新潟,77,5,11,0.0649,0.1429
東京,ダ,1400,札幌,20,3,4,0.15,0.2
東京,ダ,1400,東京,698,49,154,0.0702,0.2206
東京,ダ,1400,水沢,2,0,0,0.0,0.0
東京,ダ,1400,浦和,7,0,0,0.0,0.0
東京,ダ,1400,盛岡,2,0,0,0.0,0.0
東京,ダ,1400,福島,67,3,6,0.0448,0.0896
東京,ダ,1400,笠松,11,0,0,0.0,0.0
東京,ダ,1400,船橋,1,0,0,0.0,0.0
東京,ダ,1400,金沢,5,0,0,0.0,0.0
東京,ダ,1400,門別,1,0,0,0.0,0.0
東京,ダ,1400,阪神,139,11,28,0.0791,0.2014
東京,ダ,1400,高知,3,0,0,0.0,0.0
東京,ダ,1400,ｱﾗ首,1,0,1,0.0,1.0
東京,ダ,1600,中京,107,7,23,0.0654,0.215
東京,ダ,1600,中山,343,26,65,0.0758,0.1895
東京,ダ,1600,京都,51,2,8,0.0392,0.1569
東京,ダ,1600,佐賀,1,0,0,0.0,0.0
東京,ダ,1600,函館,11,0,0,0.0,0.0
東京,ダ,1600,名古,5,0,2,0.0,0.4
東京,ダ,1600,園田,8,1,1,0.125,0.125
東京,ダ,1600,大井,7,0,2,0.0,0.2857
東京,ダ,1600,姫路,1,0,0,0.0,0.0
東京,ダ,1600,小倉,30,4,7,0.1333,0.2333
東京,ダ,1600,川崎,19,3,5,0.1579,0.2632
東京,ダ,1600,新潟,136,15,26,0.1103,0.1912
東京,ダ,1600,札幌,29,0,6,0.0,0.2069
東京,ダ,1600,東京,728,50,173,0.0687,0.2376
東京,ダ,1600,水沢,2,0,0,0.0,0.0
東京,ダ,1600,浦和,2,0,1,0.0,0.5
東京,ダ,1600,盛岡,3,0,0,0.0,0.0
東京,ダ,1600,福島,85,0,10,0.0,0.1176
東京,ダ,1600,笠松,4,0,0,0.0,0.0
東京,ダ,1600,船橋,6,0,0,0.0,0.0
東京,ダ,1600,金沢,3,0,0,0.0,0.0
東京,ダ,1600,門別,5,0,0,0.0,0.0
東京,ダ,1600,阪神,120,9,22,0.075,0.1833
東京,ダ,2100,中京,88,4,14,0.0455,0.1591
東京,ダ,2100,中山,198,8,35,0.0404,0.1768
東京,ダ,2100,京都,24,3,3,0.125,0.125
東京,ダ,2100,佐賀,1,1,1,1.0,1.0
東京,ダ,2100,函館,3,0,0,0.0,0.0
東京,ダ,2100,名古,3,0,0,0.0,0.0
東京,ダ,2100,大井,2,0,0,0.0,0.0
東京,ダ,2100,小倉,10,0,1,0.0,0.1
東京,ダ,2100,川崎,5,0,1,0.0,0.2
東京,ダ,2100,新潟,56,2,8,0.0357,0.1429
東京,ダ,2100,札幌,6,0,1,0.0,0.1667
東京,ダ,2100,東京,221,22,62,0.0995,0.2805
東京,ダ,2100,盛岡,2,0,0,0.0,0.0
東京,ダ,2100,福島,17,0,1,0.0,0.0588
東京,ダ,2100,船橋,1,1,1,1.0,1.0
東京,ダ,2100,阪神,106,9,22,0.0849,0.2075
東京,芝,1400,中京,90,9,21,0.1,0.2333
東京,芝,1400,中山,183,8,32,0.0437,0.1749
東京,芝,1400,京都,58,6,13,0.1034,0.2241
東京,芝,1400,佐賀,1,0,0,0.0,0.0
東京,芝,1400,函館,6,0,0,0.0,0.0
東京,芝,1400,名古,1,0,0,0.0,0.0
東京,芝,1400,園田,2,0,1,0.0,0.5
東京,芝,1400,大井,1,0,0,0.0,0.0
東京,芝,1400,小倉,16,0,3,0.0,0.1875
東京,芝,1400,新潟,104,8,16,0.0769,0.1538
東京,芝,1400,札幌,15,1,2,0.0667,0.1333
東京,芝,1400,東京,318,21,83,0.066,0.261
東京,芝,1400,福島,48,1,7,0.0208,0.1458
東京,芝,1400,船橋,1,0,0,0.0,0.0
東京,芝,1400,門別,1,0,0,0.0,0.0
東京,芝,1400,阪神,100,14,27,0.14,0.27
東京,芝,1600,中京,44,1,7,0.0227,0.1591
東京,芝,1600,中山,162,10,39,0.0617,0.2407
東京,芝,1600,京都,20,4,6,0.2,0.3
東京,芝,1600,佐賀,1,0,0,0.0,0.0
東京,芝,1600,函館,6,0,2,0.0,0.3333
東京,芝,1600,名古,2,0,0,0.0,0.0
東京,芝,1600,園田,1,1,1,1.0,1.0
東京,芝,1600,大井,2,0,1,0.0,0.5
東京,芝,1600,小倉,10,1,3,0.1,0.3
東京,芝,1600,川崎,3,0,0,0.0,0.0
東京,芝,1600,新潟,91,4,16,0.044,0.1758
東京,芝,1600,札幌,19,3,3,0.1579,0.1579
東京,芝,1600,東京,292,27,83,0.0925,0.2842
東京,芝,1600,水沢,1,0,0,0.0,0.0
東京,芝,1600,浦和,1,0,0,0.0,0.0
東京,芝,1600,盛岡,2,0,0,0.0,0.0
東京,芝,1600,福島,19,0,3,0.0,0.1579
東京,芝,1600,船橋,1,0,0,0.0,0.0
東京,芝,1600,阪神,59,9,16,0.1525,0.2712
東京,芝,1600,ﾌﾗﾝｽ,1,0,0,0.0,0.0
東京,芝,1800,中京,33,3,14,0.0909,0.4242
東京,芝,1800,中山,158,12,39,0.0759,0.2468
東京,芝,1800,京都,30,2,8,0.0667,0.2667
東京,芝,1800,函館,3,0,1,0.0,0.3333
東京,芝,1800,名古,2,0,0,0.0,0.0
東京,芝,1800,小倉,10,0,3,0.0,0.3
東京,芝,1800,新潟,51,3,9,0.0588,0.1765
東京,芝,1800,札幌,16,0,3,0.0,0.1875
東京,芝,1800,東京,208,26,61,0.125,0.2933
東京,芝,1800,盛岡,3,0,0,0.0,0.0
東京,芝,1800,福島,22,0,2,0.0,0.0909
東京,芝,1800,笠松,2,0,0,0.0,0.0
東京,芝,1800,船橋,1,0,0,0.0,0.0
東京,芝,1800,門別,1,0,0,0.0,0.0
東京,芝,1800,阪神,41,6,16,0.1463,0.3902
東京,芝,2000,中京,51,4,15,0.0784,0.2941
東京,芝,2000,中山,158,17,49,0.1076,0.3101
東京,芝,2000,京都,13,1,3,0.0769,0.2308
東京,芝,2000,函館,9,0,1,0.0,0.1111
東京,芝,2000,名古,4,0,0,0.0,0.0
東京,芝,2000,園田,2,0,0,0.0,0.0
東京,芝,2000,大井,1,0,0,0.0,0.0
東京,芝,2000,小倉,11,1,1,0.0909,0.0909
東京,芝,2000,川崎,1,0,0,0.0,0.0
東京,芝,2000,新潟,49,4,15,0.0816,0.3061
東京,芝,2000,札幌,22,5,8,0.2273,0.3636
東京,芝,2000,東京,187,15,49,0.0802,0.262
東京,芝,2000,福島,28,2,5,0.0714,0.1786
東京,芝,2000,笠松,1,0,0,0.0,0.0
東京,芝,2000,阪神,50,4,13,0.08,0.26
東京,芝,2300,中京,6,2,4,0.3333,0.6667
東京,芝,2300,中山,17,0,5,0.0,0.2941
東京,芝,2300,小倉,2,0,0,0.0,0.0
東京,芝,2300,東京,8,1,1,0.125,0.125
東京,芝,2300,阪神,6,1,2,0.1667,0.3333
東京,芝,2400,中京,35,3,13,0.0857,0.3714
東京,芝,2400,中山,104,9,30,0.0865,0.2885
東京,芝,2400,京都,29,1,5,0.0345,0.1724
東京,芝,2400,函館,4,0,0,0.0,0.0
東京,芝,2400,小倉,9,1,4,0.1111,0.4444
東京,芝,2400,新潟,33,5,11,0.1515,0.3333
東京,芝,2400,札幌,8,1,2,0.125,0.25
東京,芝,2400,東京,156,20,46,0.1282,0.2949
東京,芝,2400,盛岡,1,0,0,0.0,0.0
東京,芝,2400,福島,33,2,7,0.0606,0.2121
東京,芝,2400,阪神,61,3,17,0.0492,0.2787
東京,芝,2400,ｻｳｼﾞ,1,0,0,0.0,0.0
東京,芝,2500,中山,4,0,1,0.0,0.25
東京,芝,2500,小倉,1,0,0,0.0,0.0
東京,芝,2500,新潟,1,1,1,1.0,1.0
東京,芝,2500,福島,1,0,1,0.0,1.0
福島,ダ,1150,中京,57,4,16,0.0702,0.2807
福島,ダ,1150,中山,168,8,28,0.0476,0.1667
福島,ダ,1150,京都,42,4,9,0.0952,0.2143
福島,ダ,1150,佐賀,3,0,0,0.0,0.0
福島,ダ,1150,函館,10,2,2,0.2,0.2
福島,ダ,1150,園田,5,0,1,0.0,0.2
福島,ダ,1150,大井,3,0,0,0.0,0.0
福島,ダ,1150,姫路,1,0,0,0.0,0.0
福島,ダ,1150,小倉,54,4,11,0.0741,0.2037
福島,ダ,1150,川崎,6,0,0,0.0,0.0
福島,ダ,1150,新潟,126,9,23,0.0714,0.1825
福島,ダ,1150,札幌,12,0,0,0.0,0.0
福島,ダ,1150,東京,81,8,19,0.0988,0.2346
福島,ダ,1150,水沢,1,0,0,0.0,0.0
福島,ダ,1150,浦和,3,0,1,0.0,0.3333
福島,ダ,1150,盛岡,2,0,0,0.0,0.0
福島,ダ,1150,福島,109,5,21,0.0459,0.1927
福島,ダ,1150,笠松,2,0,0,0.0,0.0
福島,ダ,1150,船橋,1,0,0,0.0,0.0
福島,ダ,1150,金沢,3,0,0,0.0,0.0
福島,ダ,1150,門別,3,1,1,0.3333,0.3333
福島,ダ,1150,阪神,69,5,18,0.0725,0.2609
福島,ダ,1700,中京,61,4,11,0.0656,0.1803
福島,ダ,1700,中山,155,9,32,0.0581,0.2065
福島,ダ,1700,京都,37,4,11,0.1081,0.2973
福島,ダ,1700,佐賀,3,0,0,0.0,0.0
福島,ダ,1700,函館,12,2,2,0.1667,0.1667
福島,ダ,1700,名古,5,0,0,0.0,0.0
福島,ダ,1700,園田,1,0,0,0.0,0.0
福島,ダ,1700,大井,1,0,0,0.0,0.0
福島,ダ,1700,姫路,3,0,1,0.0,0.3333
福島,ダ,1700,小倉,67,6,15,0.0896,0.2239
福島,ダ,1700,川崎,3,0,0,0.0,0.0
福島,ダ,1700,新潟,80,7,19,0.0875,0.2375
福島,ダ,1700,札幌,23,2,3,0.087,0.1304
福島,ダ,1700,東京,222,14,47,0.0631,0.2117
福島,ダ,1700,水沢,1,0,0,0.0,0.0
福島,ダ,1700,浦和,3,0,0,0.0,0.0
福島,ダ,1700,盛岡,1,0,0,0.0,0.0
福島,ダ,1700,福島,100,6,26,0.06,0.26
福島,ダ,1700,笠松,4,0,0,0.0,0.0
福島,ダ,1700,船橋,4,0,0,0.0,0.0
福島,ダ,1700,金沢,3,0,0,0.0,0.0
福島,ダ,1700,門別,1,0,0,0.0,0.0
福島,ダ,1700,阪神,70,7,17,0.1,0.2429
福島,ダ,1700,高知,2,1,2,0.5,1.0
福島,芝,1200,中京,90,10,18,0.1111,0.2
福島,芝,1200,中山,87,2,14,0.023,0.1609
福島,芝,1200,京都,20,3,6,0.15,0.3
福島,芝,1200,佐賀,1,0,0,0.0,0.0
福島,芝,1200,函館,19,0,4,0.0,0.2105
福島,芝,1200,名古,2,0,0,0.0,0.0
福島,芝,1200,園田,4,0,1,0.0,0.25
福島,芝,1200,大井,1,0,0,0.0,0.0
福島,芝,1200,小倉,158,16,37,0.1013,0.2342
福島,芝,1200,新潟,140,9,26,0.0643,0.1857
福島,芝,1200,札幌,42,2,11,0.0476,0.2619
福島,芝,1200,東京,105,4,16,0.0381,0.1524
福島,芝,1200,水沢,1,0,0,0.0,0.0
福島,芝,1200,福島,170,16,43,0.0941,0.2529
福島,芝,1200,笠松,4,0,0,0.0,0.0
福島,芝,1200,船橋,3,0,0,0.0,0.0
福島,芝,1200,金沢,3,0,0,0.0,0.0
福島,芝,1200,門別,1,0,0,0.0,0.0
福島,芝,1200,阪神,51,1,13,0.0196,0.2549
福島,芝,1200,高知,1,0,0,0.0,0.0
福島,芝,1800,中京,28,3,7,0.1071,0.25
福島,芝,1800,中山,55,3,14,0.0545,0.2545
福島,芝,1800,京都,9,1,1,0.1111,0.1111
福島,芝,1800,函館,4,0,1,0.0,0.25
福島,芝,1800,園田,1,0,0,0.0,0.0
福島,芝,1800,姫路,1,0,0,0.0,0.0
福島,芝,1800,小倉,42,5,12,0.119,0.2857
福島,芝,1800,新潟,56,2,8,0.0357,0.1429
福島,芝,1800,札幌,22,0,1,0.0,0.0455
福島,芝,1800,東京,114,5,22,0.0439,0.193
福島,芝,1800,盛岡,4,0,1,0.0,0.25
福島,芝,1800,福島,83,7,20,0.0843,0.241
福島,芝,1800,笠松,1,0,0,0.0,0.0
福島,芝,1800,金沢,2,0,0,0.0,0.0
福島,芝,1800,阪神,30,5,6,0.1667,0.2
福島,芝,2000,中京,33,3,11,0.0909,0.3333
福島,芝,2000,中山,65,6,12,0.0923,0.1846
福島,芝,2000,京都,17,1,2,0.0588,0.1176
福島,芝,2000,佐賀,1,0,0,0.0,0.0
福島,芝,2000,函館,8,0,2,0.0,0.25
福島,芝,2000,名古,1,0,0,0.0,0.0
福島,芝,2000,園田,1,0,0,0.0,0.0
福島,芝,2000,小倉,61,2,9,0.0328,0.1475
福島,芝,2000,川崎,2,0,0,0.0,0.0
福島,芝,2000,新潟,43,5,10,0.1163,0.2326
福島,芝,2000,札幌,19,2,3,0.1053,0.1579
福島,芝,2000,東京,51,2,15,0.0392,0.2941
福島,芝,2000,盛岡,1,0,0,0.0,0.0
福島,芝,2000,福島,52,6,13,0.1154,0.25
福島,芝,2000,笠松,1,0,0,0.0,0.0
福島,芝,2000,金沢,1,0,0,0.0,0.0
福島,芝,2000,阪神,28,2,10,0.0714,0.3571
福島,芝,2000,高知,1,0,0,0.0,0.0
福島,芝,2600,中京,22,2,5,0.0909,0.2273
福島,芝,2600,中山,48,4,6,0.0833,0.125
福島,芝,2600,京都,10,1,2,0.1,0.2
福島,芝,2600,函館,4,0,0,0.0,0.0
福島,芝,2600,名古,1,0,0,0.0,0.0
福島,芝,2600,小倉,43,2,12,0.0465,0.2791
福島,芝,2600,新潟,36,3,7,0.0833,0.1944
福島,芝,2600,札幌,25,2,8,0.08,0.32
福島,芝,2600,東京,53,6,16,0.1132,0.3019
福島,芝,2600,福島,50,1,11,0.02,0.22
福島,芝,2600,門別,2,0,0,0.0,0.0
福島,芝,2600,阪神,23,3,5,0.1304,0.2174
阪神,ダ,1200,中京,174,11,32,0.0632,0.1839
阪神,ダ,1200,中山,78,3,8,0.0385,0.1026
阪神,ダ,1200,京都,105,12,32,0.1143,0.3048
阪神,ダ,1200,佐賀,1,0,0,0.0,0.0
阪神,ダ,1200,函館,1,0,0,0.0,0.0
阪神,ダ,1200,名古,1,0,0,0.0,0.0
阪神,ダ,1200,園田,9,0,0,0.0,0.0
阪神,ダ,1200,大井,2,0,0,0.0,0.0
阪神,ダ,1200,姫路,3,0,1,0.0,0.3333
阪神,ダ,1200,小倉,87,5,18,0.0575,0.2069
阪神,ダ,1200,川崎,1,0,0,0.0,0.0
阪神,ダ,1200,新潟,37,3,6,0.0811,0.1622
阪神,ダ,1200,札幌,16,2,6,0.125,0.375
阪神,ダ,1200,東京,30,1,2,0.0333,0.0667
阪神,ダ,1200,浦和,1,0,0,0.0,0.0
阪神,ダ,1200,盛岡,1,0,1,0.0,1.0
阪神,ダ,1200,福島,44,3,4,0.0682,0.0909
阪神,ダ,1200,笠松,4,0,0,0.0,0.0
阪神,ダ,1200,船橋,1,0,0,0.0,0.0
阪神,ダ,1200,門別,1,0,0,0.0,0.0
阪神,ダ,1200,阪神,322,22,76,0.0683,0.236
阪神,ダ,1400,中京,176,16,42,0.0909,0.2386
阪神,ダ,1400,中山,41,2,3,0.0488,0.0732
阪神,ダ,1400,京都,120,9,26,0.075,0.2167
阪神,ダ,1400,佐賀,1,0,0,0.0,0.0
阪神,ダ,1400,函館,4,0,1,0.0,0.25
阪神,ダ,1400,名古,2,0,1,0.0,0.5
阪神,ダ,1400,園田,7,0,2,0.0,0.2857
阪神,ダ,1400,大井,2,1,1,0.5,0.5
阪神,ダ,1400,姫路,2,0,0,0.0,0.0
阪神,ダ,1400,小倉,81,3,12,0.037,0.1481
阪神,ダ,1400,川崎,12,0,1,0.0,0.0833
阪神,ダ,1400,新潟,25,0,1,0.0,0.04
阪神,ダ,1400,札幌,18,1,3,0.0556,0.1667
阪神,ダ,1400,東京,118,13,33,0.1102,0.2797
阪神,ダ,1400,水沢,1,0,0,0.0,0.0
阪神,ダ,1400,浦和,6,0,0,0.0,0.0
阪神,ダ,1400,盛岡,2,0,0,0.0,0.0
阪神,ダ,1400,福島,28,0,4,0.0,0.1429
阪神,ダ,1400,笠松,3,0,0,0.0,0.0
阪神,ダ,1400,船橋,4,0,0,0.0,0.0
阪神,ダ,1400,金沢,4,0,1,0.0,0.25
阪神,ダ,1400,門別,6,0,0,0.0,0.0
阪神,ダ,1400,阪神,338,24,76,0.071,0.2249
阪神,ダ,1400,高知,2,0,0,0.0,0.0
阪神,ダ,1800,中京,244,21,63,0.0861,0.2582
阪神,ダ,1800,中山,59,3,14,0.0508,0.2373
阪神,ダ,1800,京都,149,13,39,0.0872,0.2617
阪神,ダ,1800,函館,10,1,4,0.1,0.4
阪神,ダ,1800,名古,5,0,0,0.0,0.0
阪神,ダ,1800,園田,7,2,2,0.2857,0.2857
阪神,ダ,1800,大井,1,0,1,0.0,1.0
阪神,ダ,1800,姫路,2,0,0,0.0,0.0
阪神,ダ,1800,小倉,122,6,22,0.0492,0.1803
阪神,ダ,1800,川崎,5,0,1,0.0,0.2
阪神,ダ,1800,新潟,56,4,12,0.0714,0.2143
阪神,ダ,1800,札幌,36,2,7,0.0556,0.1944
阪神,ダ,1800,東京,77,4,14,0.0519,0.1818
阪神,ダ,1800,浦和,3,1,1,0.3333,0.3333
阪神,ダ,1800,盛岡,2,0,0,0.0,0.0
阪神,ダ,1800,福島,36,5,11,0.1389,0.3056
阪神,ダ,1800,笠松,6,1,1,0.1667,0.1667
阪神,ダ,1800,船橋,3,0,1,0.0,0.3333
阪神,ダ,1800,金沢,5,0,0,0.0,0.0
阪神,ダ,1800,門別,1,0,0,0.0,0.0
阪神,ダ,1800,阪神,409,35,101,0.0856,0.2469
阪神,ダ,2000,中京,62,5,15,0.0806,0.2419
阪神,ダ,2000,中山,21,1,5,0.0476,0.2381
阪神,ダ,2000,京都,45,4,8,0.0889,0.1778
阪神,ダ,2000,函館,1,0,0,0.0,0.0
阪神,ダ,2000,園田,1,0,0,0.0,0.0
阪神,ダ,2000,小倉,15,0,3,0.0,0.2
阪神,ダ,2000,川崎,1,0,0,0.0,0.0
阪神,ダ,2000,新潟,10,0,2,0.0,0.2
阪神,ダ,2000,札幌,2,0,0,0.0,0.0
阪神,ダ,2000,東京,33,4,14,0.1212,0.4242
阪神,ダ,2000,福島,6,0,1,0.0,0.1667
阪神,ダ,2000,金沢,1,0,0,0.0,0.0
阪神,ダ,2000,阪神,114,11,27,0.0965,0.2368
阪神,芝,1200,中京,45,7,13,0.1556,0.2889
阪神,芝,1200,中山,32,0,6,0.0,0.1875
阪神,芝,1200,京都,51,4,12,0.0784,0.2353
阪神,芝,1200,佐賀,1,0,0,0.0,0.0
阪神,芝,1200,函館,4,0,0,0.0,0.0
阪神,芝,1200,園田,3,0,0,0.0,0.0
阪神,芝,1200,姫路,1,0,0,0.0,0.0
阪神,芝,1200,小倉,73,4,11,0.0548,0.1507
阪神,芝,1200,新潟,28,1,5,0.0357,0.1786
阪神,芝,1200,札幌,19,2,5,0.1053,0.2632
阪神,芝,1200,東京,15,1,5,0.0667,0.3333
阪神,芝,1200,浦和,1,0,0,0.0,0.0
阪神,芝,1200,福島,18,3,6,0.1667,0.3333
阪神,芝,1200,阪神,62,4,15,0.0645,0.2419
阪神,芝,1200,高知,1,0,0,0.0,0.0
阪神,芝,1400,中京,94,11,24,0.117,0.2553
阪神,芝,1400,中山,27,1,9,0.037,0.3333
阪神,芝,1400,京都,68,4,14,0.0588,0.2059
阪神,芝,1400,函館,6,1,1,0.1667,0.1667
阪神,芝,1400,名古,1,0,0,0.0,0.0
阪神,芝,1400,園田,2,0,0,0.0,0.0
阪神,芝,1400,小倉,61,2,11,0.0328,0.1803
阪神,芝,1400,新潟,24,3,5,0.125,0.2083
阪神,芝,1400,札幌,14,3,3,0.2143,0.2143
阪神,芝,1400,東京,58,3,14,0.0517,0.2414
阪神,芝,1400,浦和,1,0,0,0.0,0.0
阪神,芝,1400,福島,6,0,2,0.0,0.3333
阪神,芝,1400,笠松,1,0,0,0.0,0.0
阪神,芝,1400,阪神,186,13,40,0.0699,0.2151
阪神,芝,1400,高知,2,0,0,0.0,0.0
阪神,芝,1600,中京,117,7,26,0.0598,0.2222
阪神,芝,1600,中山,43,3,9,0.0698,0.2093
阪神,芝,1600,京都,56,5,14,0.0893,0.25
阪神,芝,1600,函館,2,1,2,0.5,1.0
阪神,芝,1600,名古,2,0,0,0.0,0.0
阪神,芝,1600,園田,3,0,0,0.0,0.0
阪神,芝,1600,姫路,1,0,0,0.0,0.0
阪神,芝,1600,小倉,45,2,8,0.0444,0.1778
阪神,芝,1600,新潟,38,7,10,0.1842,0.2632
阪神,芝,1600,札幌,14,0,2,0.0,0.1429
阪神,芝,1600,東京,43,3,13,0.0698,0.3023
阪神,芝,1600,盛岡,1,0,0,0.0,0.0
阪神,芝,1600,福島,5,0,1,0.0,0.2
阪神,芝,1600,笠松,1,0,0,0.0,0.0
阪神,芝,1600,船橋,2,0,0,0.0,0.0
阪神,芝,1600,阪神,164,16,47,0.0976,0.2866
阪神,芝,1800,中京,78,5,17,0.0641,0.2179
阪神,芝,1800,中山,28,5,12,0.1786,0.4286
阪神,芝,1800,京都,59,6,18,0.1017,0.3051
阪神,芝,1800,函館,2,1,1,0.5,0.5
阪神,芝,1800,園田,2,0,0,0.0,0.0
阪神,芝,1800,姫路,1,0,0,0.0,0.0
阪神,芝,1800,小倉,62,3,13,0.0484,0.2097
阪神,芝,1800,新潟,28,1,8,0.0357,0.2857
阪神,芝,1800,札幌,11,0,2,0.0,0.1818
阪神,芝,1800,東京,48,5,15,0.1042,0.3125
阪神,芝,1800,福島,8,0,3,0.0,0.375
阪神,芝,1800,阪神,126,16,37,0.127,0.2937
阪神,芝,2000,中京,64,7,19,0.1094,0.2969
阪神,芝,2000,中山,28,3,9,0.1071,0.3214
阪神,芝,2000,京都,56,7,17,0.125,0.3036
阪神,芝,2000,函館,5,1,2,0.2,0.4
阪神,芝,2000,小倉,58,4,15,0.069,0.2586
阪神,芝,2000,新潟,18,0,3,0.0,0.1667
阪神,芝,2000,札幌,18,0,4,0.0,0.2222
阪神,芝,2000,東京,30,6,12,0.2,0.4
阪神,芝,2000,福島,9,2,6,0.2222,0.6667
阪神,芝,2000,笠松,1,0,0,0.0,0.0
阪神,芝,2000,阪神,108,7,24,0.0648,0.2222
阪神,芝,2200,中京,24,4,7,0.1667,0.2917
阪神,芝,2200,中山,9,1,4,0.1111,0.4444
阪神,芝,2200,京都,16,2,4,0.125,0.25
阪神,芝,2200,函館,1,0,0,0.0,0.0
阪神,芝,2200,名古,1,0,0,0.0,0.0
阪神,芝,2200,小倉,8,1,3,0.125,0.375
阪神,芝,2200,新潟,7,1,2,0.1429,0.2857
阪神,芝,2200,札幌,5,0,1,0.0,0.2
阪神,芝,2200,東京,15,1,2,0.0667,0.1333
阪神,芝,2200,福島,2,0,0,0.0,0.0
阪神,芝,2200,阪神,23,1,10,0.0435,0.4348
阪神,芝,2400,中京,35,4,9,0.1143,0.2571
阪神,芝,2400,中山,21,1,4,0.0476,0.1905
阪神,芝,2400,京都,31,4,12,0.129,0.3871
阪神,芝,2400,名古,1,0,0,0.0,0.0
阪神,芝,2400,姫路,1,0,0,0.0,0.0
阪神,芝,2400,小倉,30,2,11,0.0667,0.3667
阪神,芝,2400,川崎,1,0,0,0.0,0.0
阪神,芝,2400,新潟,3,0,1,0.0,0.3333
阪神,芝,2400,札幌,13,1,4,0.0769,0.3077
阪神,芝,2400,東京,22,2,9,0.0909,0.4091
阪神,芝,2400,福島,2,0,0,0.0,0.0
阪神,芝,2400,船橋,1,0,0,0.0,0.0
阪神,芝,2400,門別,1,0,0,0.0,0.0
阪神,芝,2400,阪神,82,11,25,0.1341,0.3049
阪神,芝,2600,中京,7,1,2,0.1429,0.2857
阪神,芝,2600,中山,3,0,0,0.0,0.0
阪神,芝,2600,京都,1,0,1,0.0,1.0
阪神,芝,2600,小倉,9,0,1,0.0,0.1111
阪神,芝,2600,札幌,2,1,1,0.5,0.5
阪神,芝,2600,東京,3,0,2,0.0,0.6667
阪神,芝,2600,福島,4,0,1,0.0,0.25
阪神,芝,2600,阪神,11,2,4,0.1818,0.3636
阪神,芝,3000,中京,10,0,0,0.0,0.0
阪神,芝,3000,中山,5,0,2,0.0,0.4
阪神,芝,3000,京都,7,1,1,0.1429,0.1429
阪神,芝,3000,小倉,1,0,0,0.0,0.0
阪神,芝,3000,新潟,2,1,1,0.5,0.5
阪神,芝,3000,札幌,4,0,0,0.0,0.0
阪神,芝,3000,東京,6,0,2,0.0,0.3333
阪神,芝,3000,阪神,4,1,3,0.25,0.75
